RequirementID,ProjectName,Buggy,MaxSimilarity_TF-IDF_Cosine_Title,AvgSimilarity_TF-IDF_Cosine_Title,MaxSimilarity_Jaccard_Title,AvgSimilarity_Jaccard_Title,MaxSimilarity_EuclideanDistance_Title,AvgSimilarity_EuclideanDistance_Title,MaxSimilarity_TF-IDF_Cosine_Text,AvgSimilarity_TF-IDF_Cosine_Text,MaxSimilarity_Jaccard_Text,AvgSimilarity_Jaccard_Text,MaxSimilarity_EuclideanDistance_Text,AvgSimilarity_EuclideanDistance_Text
HBASE-421,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0086,0.0062,1.0000,0.4131,0.0291,0.0134,1.0000,0.1125
HBASE-407,HBASE,0.0,1.0000,0.1111,0.0476,0.0053,0.0045,0.0042,0.9487,0.1840,0.0233,0.0051,1.0000,0.1134
HBASE-419,HBASE,0.0,1.0000,0.2222,0.5000,0.0648,0.0048,0.0041,0.0000,0.0000,0.0000,0.0000,1.0000,0.1130
HBASE-437,HBASE,0.0,1.0000,0.1111,0.1111,0.0123,0.0062,0.0051,0.0000,0.0000,0.0000,0.0000,1.0000,0.1143
HBASE-440,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0043,0.0037,1.0000,0.2408,0.0417,0.0070,1.0000,0.1131
HBASE-442,HBASE,1.0,1.0000,0.1111,0.2500,0.0278,0.0056,0.0048, , , , , , 
HBASE-443,HBASE,1.0,1.0000,0.2000,0.6000,0.0850,0.0440,0.0090, , , , , , 
HBASE-444,HBASE,0.0,1.0000,0.1552,0.0909,0.0158,0.0054,0.0045,1.0000,0.5414,0.0500,0.0236,1.0000,0.2744
HBASE-428,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0052,0.0041,1.0000,0.5107,0.0378,0.0120,1.0000,0.2738
HBASE-453,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0053,0.0045,0.7071,0.0660,0.0484,0.0061,1.0000,0.2740
HBASE-457,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0067,0.0047, , , , , , 
HBASE-458,HBASE,0.0,1.0000,0.0833,0.0714,0.0060,0.0050,0.0041,0.0000,0.0000,0.0000,0.0000,1.0000,0.3351
HBASE-8,HBASE,0.0,1.0000,0.4124,0.1818,0.0382,0.0050,0.0042,1.0000,0.5594,0.0189,0.0092,1.0000,0.3343
HBASE-461,HBASE,1.0,1.0000,0.0833,0.1429,0.0119,0.0111,0.0079,0.9487,0.1131,0.0769,0.0083,1.0000,0.3350
HBASE-462,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0094,0.0064,1.0000,0.3360,0.0714,0.0190,1.0000,0.3093
HBASE-11,HBASE,1.0,1.0000,0.3846,0.1000,0.0326,0.0090,0.0054,1.0000,0.1933,0.0556,0.0080,1.0000,0.3091
HBASE-464,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0064,0.0048,1.0000,0.4595,0.0270,0.0152,1.0000,0.2870
HBASE-466,HBASE,0.0,1.0000,0.1934,0.1250,0.0250,0.0081,0.0049, , , , , , 
HBASE-468,HBASE,0.0,1.0000,0.1934,0.1667,0.0327,0.0075,0.0057, , , , , , 
HBASE-469,HBASE,1.0,1.0000,0.0714,0.1429,0.0102,0.0085,0.0049,0.3015,0.0215,0.0116,0.0008,1.0000,0.2878
HBASE-71,HBASE,1.0,1.0000,0.4471,0.1000,0.0428,0.0073,0.0048,0.7385,0.1540,0.0313,0.0081,1.0000,0.2682
HBASE-473,HBASE,0.0,1.0000,0.2317,0.0714,0.0160,0.0065,0.0044,1.0000,0.4224,0.0236,0.0065,1.0000,0.2513
HBASE-40,HBASE,0.0,1.0000,0.3928,0.1429,0.0345,0.0084,0.0044,0.7559,0.0905,0.0381,0.0047,1.0000,0.2515
HBASE-479,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0114,0.0064,1.0000,0.1250,0.0238,0.0022,1.0000,0.2521
HBASE-480,HBASE,0.0,0.7071,0.0884,0.1111,0.0101,0.0073,0.0052,1.0000,0.5808,0.0714,0.0339,1.0000,0.2519
HBASE-490,HBASE,0.0,1.0000,0.0625,0.1000,0.0063,0.0091,0.0046,1.0000,0.5436,0.0704,0.0212,1.0000,0.2514
HBASE-492,HBASE,0.0,1.0000,0.0625,0.0909,0.0057,0.0077,0.0048,1.0000,0.4264,0.0197,0.0061,1.0000,0.2513
HBASE-495,HBASE,0.0,0.5774,0.0361,0.0500,0.0031,0.0070,0.0046,1.0000,0.4236,0.0534,0.0173,1.0000,0.2513
HBASE-501,HBASE,0.0,1.0000,0.1135,0.0870,0.0099,0.0072,0.0042,1.0000,0.3611,0.0283,0.0083,1.0000,0.2513
HBASE-430,HBASE,0.0,1.0000,0.0625,0.0455,0.0028,0.0078,0.0047,1.0000,0.2300,0.0303,0.0081,1.0000,0.2515
HBASE-505,HBASE,0.0,1.0000,0.1067,0.1333,0.0107,0.0087,0.0043,0.9487,0.2091,0.0510,0.0117,1.0000,0.2514
HBASE-506,HBASE,0.0,0.7071,0.0442,0.0625,0.0039,0.0085,0.0044,1.0000,0.2419,0.0423,0.0082,1.0000,0.2515
HBASE-510,HBASE,0.0,1.0000,0.1067,0.0769,0.0075,0.0111,0.0049,1.0000,0.4440,0.0294,0.0139,1.0000,0.2514
HBASE-516,HBASE,0.0,1.0000,0.1218,0.0909,0.0105,0.0093,0.0043,0.9439,0.1202,0.0263,0.0065,1.0000,0.2524
HBASE-524,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0176,0.0084,1.0000,0.1728,0.0313,0.0057,1.0000,0.2514
HBASE-525,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0082,0.0053,0.9487,0.0593,0.0253,0.0016,1.0000,0.2525
HBASE-526,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0084,0.0044, , , , , , 
HBASE-528,HBASE,0.0,1.0000,0.0588,0.1111,0.0065,0.0067,0.0052,1.0000,0.5291,0.0494,0.0196,1.0000,0.2954
HBASE-529,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0081,0.0050,1.0000,0.4481,0.0847,0.0181,1.0000,0.2953
HBASE-534,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0098,0.0047,1.0000,0.4486,0.0174,0.0094,1.0000,0.2953
HBASE-527,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0099,0.0045,0.0000,0.0000,0.0000,0.0000,1.0000,0.2960
HBASE-536,HBASE,1.0,1.0000,0.0588,0.1429,0.0084,0.0066,0.0049,0.7559,0.1047,0.0339,0.0035,1.0000,0.2956
HBASE-537,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0060,0.0045,1.0000,0.4420,0.0213,0.0117,1.0000,0.2791
HBASE-548,HBASE,0.0,1.0000,0.1111,0.1111,0.0091,0.0079,0.0058,1.0000,0.4437,0.0205,0.0118,1.0000,0.2790
HBASE-552,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0102,0.0071,0.0000,0.0000,0.0000,0.0000,1.0000,0.2802
HBASE-550,HBASE,0.0,1.0000,0.1111,0.0769,0.0067,0.0068,0.0041,1.0000,0.4304,0.0385,0.0191,1.0000,0.2790
HBASE-507,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0063,0.0048,1.0000,0.3862,0.0278,0.0081,1.0000,0.2788
HBASE-487,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0060,0.0043,1.0000,0.5427,0.0302,0.0151,1.0000,0.2644
HBASE-547,HBASE,0.0,1.0000,0.0854,0.0769,0.0061,0.0114,0.0044,1.0000,0.1633,0.0357,0.0076,1.0000,0.2514
HBASE-557,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0072,0.0046,0.5000,0.0786,0.0192,0.0028,1.0000,0.2515
HBASE-512,HBASE,1.0,1.0000,0.0500,0.0909,0.0045,0.0084,0.0047,0.8660,0.2145,0.0275,0.0087,1.0000,0.2512
HBASE-544,HBASE,0.0,1.0000,0.0952,0.1000,0.0095,0.0095,0.0044,1.0000,0.1363,0.0144,0.0023,1.0000,0.2405
HBASE-563,HBASE,0.0,1.0000,0.0952,0.0769,0.0057,0.0096,0.0047,0.7071,0.1124,0.0217,0.0030,1.0000,0.2397
HBASE-564,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0074,0.0054,1.0000,0.4931,0.0345,0.0156,1.0000,0.2393
HBASE-559,HBASE,0.0,1.0000,0.0476,0.0909,0.0043,0.0063,0.0047,1.0000,0.5241,0.0390,0.0160,1.0000,0.2394
HBASE-573,HBASE,0.0,1.0000,0.0952,0.0769,0.0071,0.0060,0.0040,1.0000,0.5092,0.0342,0.0143,1.0000,0.2393
HBASE-575,HBASE,0.0,1.0000,0.0952,0.0769,0.0071,0.0069,0.0042,1.0000,0.4650,0.0400,0.0161,1.0000,0.2393
HBASE-581,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0074,0.0039, , , , , , 
HBASE-10,HBASE,1.0,1.0000,0.0476,0.1250,0.0060,0.0089,0.0048,1.0000,0.4542,0.0308,0.0080,1.0000,0.2393
HBASE-582,HBASE,0.0,1.0000,0.0455,0.0714,0.0032,0.0069,0.0040,0.7071,0.1156,0.0417,0.0066,1.0000,0.2293
HBASE-586,HBASE,1.0,1.0000,0.1364,0.0769,0.0100,0.0076,0.0045,1.0000,0.4991,0.0513,0.0180,1.0000,0.2287
HBASE-590,HBASE,0.0,1.0000,0.1304,0.0625,0.0077,0.0086,0.0041,1.0000,0.1759,0.0741,0.0098,1.0000,0.2190
HBASE-589,HBASE,0.0,1.0000,0.0870,0.1000,0.0075,0.0096,0.0047,1.0000,0.1579,0.0435,0.0053,1.0000,0.2194
HBASE-595,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0093,0.0043,0.9449,0.1030,0.0238,0.0040,1.0000,0.2195
HBASE-596,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0140,0.0092,1.0000,0.1348,0.0455,0.0087,1.0000,0.2195
HBASE-583,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0110,0.0046,0.7071,0.1038,0.0306,0.0046,1.0000,0.2099
HBASE-584,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0072,0.0054,1.0000,0.5046,0.0462,0.0164,1.0000,0.2096
HBASE-579,HBASE,0.0,1.0000,0.0711,0.1250,0.0104,0.0074,0.0058,1.0000,0.5012,0.0588,0.0220,1.0000,0.2100
HBASE-405,HBASE,0.0,1.0000,0.0417,0.0833,0.0035,0.0062,0.0042, , , , , , 
HBASE-607,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0118,0.0053,0.0000,0.0000,0.0000,0.0000,1.0000,0.2106
HBASE-608,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0112,0.0047,1.0000,0.5167,0.0435,0.0187,1.0000,0.2099
HBASE-609,HBASE,0.0,1.0000,0.1128,0.1000,0.0114,0.0073,0.0046,1.0000,0.4674,0.0727,0.0221,1.0000,0.2100
HBASE-615,HBASE,0.0,1.0000,0.0833,0.1250,0.0104,0.0098,0.0050,1.0000,0.4862,0.0783,0.0169,1.0000,0.2096
HBASE-600,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0071,0.0052,0.0000,0.0000,0.0000,0.0000,1.0000,0.2150
HBASE-618,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0082,0.0043,1.0000,0.4737,0.0392,0.0149,1.0000,0.2095
HBASE-614,HBASE,0.0,1.0000,0.1042,0.0909,0.0087,0.0334,0.0055,1.0000,0.5381,0.0735,0.0205,1.0000,0.2098
HBASE-538,HBASE,1.0,1.0000,0.0417,0.0909,0.0038,0.0099,0.0055,1.0000,0.5038,0.0784,0.0267,1.0000,0.2100
HBASE-622,HBASE,1.0,1.0000,0.0400,0.1429,0.0057,0.0083,0.0049,1.0000,0.1930,0.0238,0.0042,1.0000,0.2019
HBASE-623,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0086,0.0054,1.0000,0.5208,0.0833,0.0232,1.0000,0.1939
HBASE-624,HBASE,0.0,1.0000,0.1154,0.1429,0.0098,0.0080,0.0043,1.0000,0.2079,0.0667,0.0094,1.0000,0.1945
HBASE-621,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0110,0.0044,1.0000,0.5593,0.0649,0.0209,1.0000,0.1937
HBASE-613,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0094,0.0048,1.0000,0.5455,0.0580,0.0214,1.0000,0.1937
HBASE-630,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0094,0.0063,0.0000,0.0000,0.0000,0.0000,1.0000,0.1961
HBASE-646,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0072,0.0042,1.0000,0.4568,0.0784,0.0196,1.0000,0.1936
HBASE-648,HBASE,0.0,1.0000,0.0385,0.0909,0.0035,0.0094,0.0055,1.0000,0.5026,0.0484,0.0181,1.0000,0.1938
HBASE-640,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0100,0.0062,1.0000,0.5165,0.0455,0.0198,1.0000,0.1941
HBASE-655,HBASE,0.0,1.0000,0.0769,0.0769,0.0055,0.0126,0.0046,1.0000,0.4745,0.0513,0.0157,1.0000,0.1936
HBASE-660,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0088,0.0049,0.0000,0.0000,0.0000,0.0000,1.0000,0.1976
HBASE-662,HBASE,0.0,1.0000,0.0718,0.1364,0.0082,0.0080,0.0041,0.9487,0.1648,0.0465,0.0057,1.0000,0.1940
HBASE-663,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0083,0.0049,0.9487,0.1521,0.0611,0.0104,1.0000,0.1937
HBASE-465,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0076,0.0055,1.0000,0.1381,0.0444,0.0070,1.0000,0.1868
HBASE-666,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0119,0.0053,0.8944,0.0801,0.0247,0.0024,1.0000,0.1876
HBASE-671,HBASE,0.0,1.0000,0.1061,0.1500,0.0120,0.0067,0.0045,0.9129,0.0883,0.0500,0.0032,1.0000,0.1883
HBASE-672,HBASE,0.0,1.0000,0.0935,0.1250,0.0124,0.0085,0.0055,0.7620,0.0872,0.0526,0.0066,1.0000,0.1877
HBASE-674,HBASE,0.0,1.0000,0.0741,0.2857,0.0137,0.0118,0.0065,0.8783,0.1461,0.0556,0.0057,1.0000,0.1870
HBASE-676,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0092,0.0057, , , , , , 
HBASE-680,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0097,0.0046,1.0000,0.4614,0.0413,0.0170,1.0000,0.1867
HBASE-686,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0162,0.0049,0.5000,0.0819,0.0217,0.0048,1.0000,0.1867
HBASE-694,HBASE,0.0,1.0000,0.0741,0.0769,0.0045,0.0108,0.0045,1.0000,0.0846,0.0435,0.0026,1.0000,0.1869
HBASE-627,HBASE,0.0,1.0000,0.0370,0.1000,0.0037,0.0102,0.0052,1.0000,0.1884,0.0511,0.0118,1.0000,0.1864
HBASE-709,HBASE,0.0,1.0000,0.0370,0.1111,0.0041,0.0291,0.0057,1.0000,0.4278,0.0435,0.0096,1.0000,0.1863
HBASE-697,HBASE,1.0,1.0000,0.0632,0.0556,0.0039,0.0100,0.0042, , , , , , 
HBASE-710,HBASE,0.0,1.0000,0.0536,0.0833,0.0045,0.0103,0.0041,1.0000,0.4184,0.0446,0.0112,1.0000,0.2154
HBASE-716,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0108,0.0048,1.0000,0.2232,0.0256,0.0083,1.0000,0.2156
HBASE-62,HBASE,0.0,1.0000,0.2395,0.1429,0.0182,0.0084,0.0045,1.0000,0.5651,0.0769,0.0241,1.0000,0.2163
HBASE-696,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0139,0.0050,1.0000,0.5022,0.0455,0.0185,1.0000,0.2159
HBASE-712,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0069,0.0043,1.0000,0.4672,0.0484,0.0115,1.0000,0.2153
HBASE-631,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0116,0.0055,1.0000,0.5906,0.0517,0.0234,1.0000,0.2157
HBASE-706,HBASE,0.0,1.0000,0.0357,0.0833,0.0030,0.0083,0.0043,1.0000,0.4525,0.0586,0.0166,1.0000,0.2155
HBASE-727,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0095,0.0046,1.0000,0.4895,0.0482,0.0138,1.0000,0.2156
HBASE-729,HBASE,1.0,1.0000,0.0345,0.0833,0.0029,0.0089,0.0047,1.0000,0.5163,0.0588,0.0241,1.0000,0.2082
HBASE-730,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0082,0.0045,1.0000,0.5129,0.0492,0.0196,1.0000,0.2013
HBASE-733,HBASE,0.0,1.0000,0.0333,0.0625,0.0021,0.0076,0.0042,1.0000,0.2083,0.0392,0.0083,1.0000,0.2015
HBASE-736,HBASE,0.0,1.0000,0.0333,0.0909,0.0030,0.0089,0.0045,1.0000,0.1309,0.0319,0.0030,1.0000,0.2012
HBASE-739,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0143,0.0046,1.0000,0.2223,0.0292,0.0076,1.0000,0.2012
HBASE-742,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0095,0.0054,0.7746,0.1725,0.0429,0.0088,1.0000,0.2015
HBASE-743,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0079,0.0044,1.0000,0.2201,0.0313,0.0081,1.0000,0.2014
HBASE-744,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0086,0.0049,0.0000,0.0000,0.0000,0.0000,1.0000,0.2018
HBASE-746,HBASE,1.0,1.0000,0.1236,0.1111,0.0109,0.0107,0.0056,1.0000,0.2389,0.0333,0.0102,1.0000,0.2016
HBASE-747,HBASE,0.0,1.0000,0.0645,0.0909,0.0059,0.0100,0.0049,0.9806,0.0669,0.0345,0.0036,1.0000,0.1965
HBASE-748,HBASE,1.0,1.0000,0.0645,0.0909,0.0059,0.0095,0.0048,0.8386,0.2541,0.0638,0.0135,1.0000,0.1951
HBASE-424,HBASE,0.0,0.7071,0.0221,0.1111,0.0035,0.0098,0.0049, , , , , , 
HBASE-679,HBASE,1.0,1.0000,0.0313,0.0588,0.0018,0.0086,0.0047,1.0000,0.5278,0.1000,0.0243,1.0000,0.1889
HBASE-756,HBASE,0.0,1.0000,0.0303,0.1111,0.0034,0.0086,0.0061, , , , , , 
HBASE-759,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0143,0.0066, , , , , , 
HBASE-760,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0093,0.0048,1.0000,0.4543,0.0193,0.0060,1.0000,0.1830
HBASE-763,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0093,0.0051,1.0000,0.4682,0.0455,0.0134,1.0000,0.1831
HBASE-764,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0085,0.0045,1.0000,0.4278,0.0308,0.0083,1.0000,0.1830
HBASE-772,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0107,0.0042,1.0000,0.5256,0.0400,0.0167,1.0000,0.1835
HBASE-751,HBASE,0.0,1.0000,0.0606,0.0833,0.0049,0.0090,0.0045,1.0000,0.4055,0.0394,0.0097,1.0000,0.1830
HBASE-771,HBASE,0.0,1.0000,0.0606,0.0833,0.0049,0.0064,0.0040,1.0000,0.0942,0.0171,0.0028,1.0000,0.1829
HBASE-783,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0079,0.0041,1.0000,0.5733,0.0392,0.0151,1.0000,0.1833
HBASE-511,HBASE,1.0,1.0000,0.0303,0.0455,0.0014,0.0095,0.0043,0.4082,0.0180,0.0548,0.0027,1.0000,0.1841
HBASE-728,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0122,0.0061,1.0000,0.1256,0.0476,0.0076,1.0000,0.1789
HBASE-791,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0116,0.0061,1.0000,0.4637,0.0735,0.0179,1.0000,0.1728
HBASE-795,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0097,0.0049,1.0000,0.3119,0.0896,0.0163,1.0000,0.1730
HBASE-796,HBASE,0.0,1.0000,0.1714,0.1333,0.0127,0.0179,0.0048,1.0000,0.2006,0.0455,0.0087,1.0000,0.1734
HBASE-801,HBASE,1.0,0.8165,0.1647,0.1429,0.0162,0.0092,0.0043,1.0000,0.2565,0.0333,0.0083,1.0000,0.1731
HBASE-803,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0093,0.0061,1.0000,0.4972,0.0455,0.0162,1.0000,0.1680
HBASE-805,HBASE,0.0,1.0000,0.0556,0.1250,0.0069,0.0092,0.0049,1.0000,0.4567,0.0370,0.0125,1.0000,0.1680
HBASE-808,HBASE,0.0,1.0000,0.0278,0.1111,0.0031,0.0078,0.0055,1.0000,0.3119,0.0222,0.0067,1.0000,0.1679
HBASE-810,HBASE,1.0,1.0000,0.0474,0.0714,0.0031,0.0095,0.0044,1.0000,0.2934,0.0440,0.0101,1.0000,0.1681
HBASE-811,HBASE,0.0,1.0000,0.0270,0.1000,0.0027,0.0082,0.0063,1.0000,0.1519,0.0400,0.0057,1.0000,0.1657
HBASE-816,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0232,0.0067,1.0000,0.2294,0.0370,0.0085,1.0000,0.1641
HBASE-798,HBASE,1.0,1.0000,0.1081,0.0833,0.0077,0.0089,0.0046,1.0000,0.4981,0.0573,0.0186,1.0000,0.1635
HBASE-812,HBASE,0.0,1.0000,0.0263,0.0625,0.0016,0.0227,0.0051,1.0000,0.2383,0.0375,0.0115,1.0000,0.1592
HBASE-818,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0270,0.0056,1.0000,0.3994,0.0319,0.0118,1.0000,0.1591
HBASE-820,HBASE,0.0,1.0000,0.0263,0.0909,0.0024,0.0133,0.0045,1.0000,0.4488,0.0704,0.0188,1.0000,0.1593
HBASE-822,HBASE,1.0,1.0000,0.1053,0.1111,0.0090,0.0089,0.0041,1.0000,0.4469,0.0505,0.0118,1.0000,0.1592
HBASE-825,HBASE,0.0,1.0000,0.0256,0.0833,0.0021,0.0077,0.0043,0.8944,0.1387,0.0303,0.0048,1.0000,0.1557
HBASE-830,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0086,0.0050,1.0000,0.2953,0.0423,0.0114,1.0000,0.1552
HBASE-831,HBASE,0.0,1.0000,0.1000,0.1250,0.0094,0.0130,0.0050,1.0000,0.4933,0.0455,0.0203,1.0000,0.1514
HBASE-833,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0070,0.0043,1.0000,0.1607,0.0521,0.0096,1.0000,0.1513
HBASE-834,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0081,0.0051,0.8165,0.3095,0.0538,0.0177,1.0000,0.1513
HBASE-837,HBASE,1.0,1.0000,0.0750,0.1111,0.0083,0.0083,0.0048,1.0000,0.1778,0.0870,0.0088,1.0000,0.1521
HBASE-768,HBASE,0.0,1.0000,0.0244,0.0625,0.0015,0.0090,0.0042,1.0000,0.4813,0.0909,0.0228,1.0000,0.1489
HBASE-841,HBASE,0.0,1.0000,0.0732,0.1111,0.0070,0.0101,0.0045,1.0000,0.2217,0.0408,0.0093,1.0000,0.1478
HBASE-843,HBASE,1.0,1.0000,0.0589,0.0833,0.0054,0.0283,0.0050,1.0000,0.4919,0.0571,0.0176,1.0000,0.1479
HBASE-842,HBASE,0.0,1.0000,0.0883,0.1000,0.0082,0.0090,0.0044,1.0000,0.0687,0.0556,0.0020,1.0000,0.1451
HBASE-826,HBASE,0.0,1.0000,0.0645,0.0909,0.0057,0.0077,0.0045,1.0000,0.4649,0.0597,0.0133,1.0000,0.1442
HBASE-849,HBASE,0.0,0.0000,0.0000,0.0000,0.0000,0.0090,0.0058,1.0000,0.1636,0.0385,0.0043,1.0000,0.1449
HBASE-855,HBASE,1.0,0.0000,0.0000,0.0000,0.0000,0.0185,0.0056,1.0000,0.5245,0.0548,0.0196,1.0000,0.1442
HBASE-847,HBASE,0.0,1.0000,0.0397,0.0909,0.0037,0.0077,0.0045,1.0000,0.1232,0.0625,0.0062,1.0000,0.1421
HBASE-860,HBASE,0.0,1.0000,0.0233,0.0625,0.0015,0.0168,0.0047,1.0000,0.4921,0.0800,0.0220,1.0000,0.1411
HBASE-864,HBASE,0.0,1.0000,0.0233,0.1250,0.0029,0.0297,0.0079,1.0000,0.3869,0.0465,0.0094,1.0000,0.1404
HBASE-868,HBASE,0.0,1.0000,0.1327,0.0769,0.0097,0.0085,0.0044,1.0000,0.3952,0.0429,0.0155,1.0000,0.1408
HBASE-871,HBASE,0.0,1.0000,0.0698,0.0667,0.0045,0.0090,0.0045,1.0000,0.5230,0.0556,0.0203,1.0000,0.1411
HBASE-872,HBASE,1.0,1.0000,0.1065,0.1250,0.0106,0.0102,0.0050,1.0000,0.3795,0.0380,0.0119,1.0000,0.1408
