RequirementID,ProjectName,Buggy,MaxSimilarity_TF-IDF_Cosine_Title,AvgSimilarity_TF-IDF_Cosine_Title,MaxSimilarity_Jaccard_Title,AvgSimilarity_Jaccard_Title,MaxSimilarity_Levenshtein_Title,AvgSimilarity_Levenshtein_Title,MaxSimilarity_ExactMatch_Title,AvgSimilarity_ExactMatch_Title,MaxSimilarity_CommonTokenOverlap_Title,AvgSimilarity_CommonTokenOverlap_Title,MaxSimilarity_EuclideanDistance_Title,AvgSimilarity_EuclideanDistance_Title,MaxSimilarity_BagOfWords_Cosine_Title,AvgSimilarity_BagOfWords_Cosine_Title,MaxSimilarity_DiceCoefficient_Title,AvgSimilarity_DiceCoefficient_Title,MaxSimilarity_OverlapCoefficient_Title,AvgSimilarity_OverlapCoefficient_Title,MaxSimilarity_Hamming_Title,AvgSimilarity_Hamming_Title,MaxSimilarity_TF-IDF_Cosine_Text,AvgSimilarity_TF-IDF_Cosine_Text,MaxSimilarity_Jaccard_Text,AvgSimilarity_Jaccard_Text,MaxSimilarity_Levenshtein_Text,AvgSimilarity_Levenshtein_Text,MaxSimilarity_ExactMatch_Text,AvgSimilarity_ExactMatch_Text,MaxSimilarity_CommonTokenOverlap_Text,AvgSimilarity_CommonTokenOverlap_Text,MaxSimilarity_EuclideanDistance_Text,AvgSimilarity_EuclideanDistance_Text,MaxSimilarity_BagOfWords_Cosine_Text,AvgSimilarity_BagOfWords_Cosine_Text,MaxSimilarity_DiceCoefficient_Text,AvgSimilarity_DiceCoefficient_Text,MaxSimilarity_OverlapCoefficient_Text,AvgSimilarity_OverlapCoefficient_Text,MaxSimilarity_Hamming_Text,AvgSimilarity_Hamming_Text
ZOOKEEPER-139,apachejit_ZooKeeper,1.0,0.7071,0.0544,0.1000,0.0077,0.4259,0.2171,0.0000,0.0000,0.0909,0.0070,0.0069,0.0047,0.1826,0.0140,0.1818,0.0140,0.2000,0.0154,0.0408,0.0063, , , , , , , , , , , , , , , , , , , , 
ZOOKEEPER-21,apachejit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.2979,0.1764,0.0000,0.0000,0.0000,0.0000,0.0061,0.0043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0851,0.0061,0.0000,0.0000,0.0000,0.0000,0.1758,0.1236,0.0000,0.0000,0.0000,0.0000,1.0000,0.0736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0420,0.0030
ZOOKEEPER-144,apachejit_ZooKeeper,1.0,1.0000,0.1692,0.0833,0.0148,0.3448,0.2425,0.0000,0.0000,0.0769,0.0137,0.0078,0.0044,0.1581,0.0279,0.1538,0.0275,0.2000,0.0333,0.0000,0.0000,1.0000,0.1284,0.0408,0.0055,0.2527,0.1883,0.0000,0.0000,0.0392,0.0054,1.0000,0.0645,0.1227,0.0133,0.0784,0.0107,0.1111,0.0146,0.0000,0.0000
ZOOKEEPER-127,apachejit_ZooKeeper,1.0,1.0000,0.1692,0.1000,0.0176,0.3889,0.2098,0.0000,0.0000,0.0909,0.0161,0.0074,0.0044,0.1890,0.0307,0.1818,0.0322,0.2500,0.0406,0.0370,0.0023,1.0000,0.1922,0.0444,0.0120,0.2268,0.1652,0.0000,0.0000,0.0426,0.0116,1.0000,0.0640,0.6433,0.0655,0.0851,0.0233,1.0000,0.0861,0.0000,0.0000
ZOOKEEPER-150,apachejit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.3125,0.1819,0.0000,0.0000,0.0000,0.0000,0.0097,0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0588,0.0526,0.0031,0.1918,0.0896,0.0000,0.0000,0.0500,0.0029,1.0000,0.0629,0.1155,0.0068,0.1000,0.0059,0.2000,0.0118,0.0000,0.0000
ZOOKEEPER-136,apachejit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.2195,0.1748,0.0000,0.0000,0.0000,0.0000,0.0076,0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1146,0.0227,0.0024,0.2483,0.1715,0.0000,0.0000,0.0222,0.0023,1.0000,0.0615,0.1150,0.0124,0.0444,0.0046,0.1000,0.0118,0.0000,0.0000
ZOOKEEPER-157,apachejit_ZooKeeper,0.0,1.0000,0.1111,0.1250,0.0131,0.4412,0.2290,0.0000,0.0000,0.1111,0.0117,0.0073,0.0050,0.3162,0.0300,0.2222,0.0235,0.2500,0.0250,0.0000,0.0000,1.0000,0.3420,0.0843,0.0161,0.2896,0.1812,0.0000,0.0000,0.0778,0.0154,1.0000,0.0572,0.3133,0.0348,0.1556,0.0308,0.2000,0.0438,0.0000,0.0000
ZOOKEEPER-8,apachejit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2963,0.2136,0.0000,0.0000,0.0000,0.0000,0.0076,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1026,0.0057,1.0000,0.0556,0.5000,0.0278,0.9667,0.1746,0.0000,0.0000,0.3333,0.0185,1.0000,0.0737,0.6667,0.0370,0.6667,0.0370,0.6667,0.0370,0.0000,0.0000
ZOOKEEPER-159,apachejit_ZooKeeper,1.0,1.0000,0.2148,0.2222,0.0287,0.5263,0.2579,0.0000,0.0000,0.1818,0.0250,0.0069,0.0046,0.4330,0.0541,0.3636,0.0500,0.4000,0.0565,0.0000,0.0000,1.0000,0.4596,0.0792,0.0209,0.2850,0.1667,0.0000,0.0000,0.0734,0.0202,1.0000,0.0573,0.2400,0.0513,0.1468,0.0404,1.0000,0.1342,0.0000,0.0000
ZOOKEEPER-185,apachejit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.2766,0.1781,0.0000,0.0000,0.0000,0.0000,0.0199,0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2251,0.0536,0.0097,0.3015,0.1982,0.0000,0.0000,0.0508,0.0094,1.0000,0.0496,0.0865,0.0157,0.1017,0.0187,0.1579,0.0298,0.0000,0.0000
ZOOKEEPER-33,apachejit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.3235,0.1919,0.0000,0.0000,0.0000,0.0000,0.0081,0.0063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0476,0.5000,0.0238,0.9580,0.1660,0.0000,0.0000,0.3333,0.0159,1.0000,0.0543,0.6667,0.0317,0.6667,0.0317,0.6667,0.0317,0.9580,0.0476
ZOOKEEPER-188,apachejit_ZooKeeper,1.0,1.0000,0.2578,0.1250,0.0296,0.4259,0.2395,0.0000,0.0000,0.1111,0.0268,0.0069,0.0049,0.2236,0.0520,0.2222,0.0536,0.2500,0.0595,0.0000,0.0000,1.0000,0.3553,0.0702,0.0232,0.3015,0.2099,0.0000,0.0000,0.0656,0.0222,1.0000,0.0494,0.1798,0.0551,0.1311,0.0443,1.0000,0.1023,0.0000,0.0000
ZOOKEEPER-5,apachejit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.3714,0.2250,0.0000,0.0000,0.0000,0.0000,0.0077,0.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1212,0.0055,1.0000,0.2316,0.0488,0.0093,0.2740,0.1668,0.0000,0.0000,0.0465,0.0090,1.0000,0.0486,0.1225,0.0220,0.0930,0.0180,0.3750,0.0568,0.0000,0.0000
ZOOKEEPER-198,apachejit_ZooKeeper,0.0,1.0000,0.0435,0.1000,0.0043,0.3519,0.2056,0.0000,0.0000,0.0909,0.0040,0.0080,0.0049,0.1826,0.0079,0.1818,0.0079,0.2000,0.0087,0.1111,0.0064,1.0000,0.0435,0.0370,0.0016,0.2750,0.1389,0.0000,0.0000,0.0357,0.0016,1.0000,0.0470,0.0630,0.0027,0.0714,0.0031,0.1111,0.0048,0.0000,0.0000
ZOOKEEPER-197,apachejit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.3235,0.2108,0.0000,0.0000,0.0000,0.0000,0.0091,0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1862,0.0625,0.0076,0.2368,0.1444,0.0000,0.0000,0.0588,0.0073,1.0000,0.0428,0.0870,0.0140,0.1176,0.0147,0.1250,0.0272,0.0000,0.0000
ZOOKEEPER-199,apachejit_ZooKeeper,1.0,1.0000,0.0833,0.1000,0.0080,0.2642,0.2000,0.0000,0.0000,0.0909,0.0073,0.0073,0.0052,0.1826,0.0147,0.1818,0.0145,0.2000,0.0167,0.1212,0.0088,1.0000,0.3609,0.0500,0.0202,0.2170,0.1584,0.0000,0.0000,0.0476,0.0196,1.0000,0.0432,0.1941,0.0512,0.0952,0.0392,1.0000,0.0912,0.0000,0.0000
ZOOKEEPER-200,apachejit_ZooKeeper,1.0,1.0000,0.0417,0.0909,0.0038,0.2759,0.1936,0.0000,0.0000,0.0833,0.0035,0.0074,0.0044,0.1690,0.0070,0.1667,0.0069,0.2000,0.0083,0.0000,0.0000,1.0000,0.2776,0.0492,0.0126,0.2468,0.1895,0.0000,0.0000,0.0469,0.0122,1.0000,0.0437,0.1941,0.0250,0.0938,0.0244,0.1579,0.0352,0.0000,0.0000
ZOOKEEPER-201,apachejit_ZooKeeper,0.0,0.8660,0.0346,0.2727,0.0109,0.3273,0.2142,0.0000,0.0000,0.2143,0.0086,0.0106,0.0048,0.4286,0.0171,0.4286,0.0171,0.4286,0.0171,0.0000,0.0000,0.8452,0.2727,0.1250,0.0192,0.2880,0.1968,0.0000,0.0000,0.1111,0.0182,1.0000,0.0419,0.2121,0.0437,0.2222,0.0364,0.2632,0.0457,0.0000,0.0000
ZOOKEEPER-212,apachejit_ZooKeeper,0.0,1.0000,0.0400,0.1111,0.0044,0.2727,0.1649,0.0000,0.0000,0.1000,0.0040,0.0245,0.0061,0.2182,0.0087,0.2000,0.0080,0.3333,0.0133,0.0417,0.0017,1.0000,0.0400,0.0417,0.0017,0.2250,0.1342,0.0000,0.0000,0.0400,0.0016,1.0000,0.0434,0.0816,0.0033,0.0800,0.0032,0.1667,0.0067,0.0000,0.0000
ZOOKEEPER-219,apachejit_ZooKeeper,0.0,0.7071,0.0566,0.1111,0.0078,0.3448,0.2093,0.0000,0.0000,0.1000,0.0071,0.0079,0.0049,0.2000,0.0143,0.2000,0.0142,0.2000,0.0160,0.0263,0.0011,1.0000,0.2807,0.0441,0.0132,0.2532,0.1935,0.0000,0.0000,0.0423,0.0128,1.0000,0.0417,0.7926,0.0830,0.0845,0.0256,1.0000,0.0704,0.0000,0.0000
ZOOKEEPER-228,apachejit_ZooKeeper,0.0,1.0000,0.0400,0.1111,0.0044,0.3824,0.2142,0.0000,0.0000,0.1000,0.0040,0.0077,0.0054,0.2041,0.0082,0.2000,0.0080,0.2500,0.0100,0.0000,0.0000,1.0000,0.0800,0.0667,0.0034,0.2603,0.1222,0.0000,0.0000,0.0625,0.0032,1.0000,0.0440,0.1485,0.0111,0.1250,0.0065,0.1667,0.0133,0.0000,0.0000
ZOOKEEPER-226,apachejit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2500,0.1952,0.0000,0.0000,0.0000,0.0000,0.0080,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2404,0.0476,0.0107,0.2515,0.1957,0.0000,0.0000,0.0455,0.0103,1.0000,0.0420,0.1011,0.0213,0.0909,0.0206,0.1500,0.0309,0.0000,0.0000
ZOOKEEPER-204,apachejit_ZooKeeper,1.0,1.0000,0.0683,0.1000,0.0071,0.3111,0.2103,0.0000,0.0000,0.0909,0.0065,0.0090,0.0051,0.1826,0.0131,0.1818,0.0130,0.2000,0.0147,0.0000,0.0000,1.0000,0.3109,0.0645,0.0120,0.2738,0.2098,0.0000,0.0000,0.0606,0.0116,1.0000,0.0419,0.3592,0.0480,0.1212,0.0231,1.0000,0.0694,0.0000,0.0000
ZOOKEEPER-232,apachejit_ZooKeeper,0.0,1.0000,0.0385,0.0909,0.0035,0.3519,0.2054,0.0000,0.0000,0.0833,0.0032,0.0101,0.0047,0.1667,0.0064,0.1667,0.0064,0.1667,0.0064,0.0741,0.0050, , , , , , , , , , , , , , , , , , , , 
ZOOKEEPER-64,apachejit_ZooKeeper,1.0,1.0000,0.0769,0.1000,0.0071,0.2885,0.2031,0.0000,0.0000,0.0909,0.0065,0.0065,0.0046,0.1826,0.0130,0.1818,0.0129,0.2000,0.0141,0.0577,0.0022,1.0000,0.2565,0.0351,0.0089,0.2768,0.1888,0.0000,0.0000,0.0339,0.0087,1.0000,0.0408,0.1441,0.0226,0.0678,0.0174,0.1429,0.0330,0.0000,0.0000
ZOOKEEPER-249,apachejit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2273,0.1665,0.0000,0.0000,0.0000,0.0000,0.0101,0.0048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3536,0.0245,0.0244,0.0016,0.2093,0.1345,0.0000,0.0000,0.0238,0.0016,1.0000,0.0377,0.0745,0.0049,0.0476,0.0032,0.3333,0.0238,0.0000,0.0000
ZOOKEEPER-248,apachejit_ZooKeeper,0.0,1.0000,0.0714,0.0909,0.0062,0.3167,0.2083,0.0000,0.0000,0.0833,0.0057,0.0076,0.0046,0.1690,0.0115,0.1667,0.0114,0.2000,0.0131,0.0000,0.0000,1.0000,0.0803,0.0323,0.0030,0.2662,0.1878,0.0000,0.0000,0.0313,0.0029,1.0000,0.0382,0.0524,0.0053,0.0625,0.0058,0.0769,0.0110,0.0000,0.0000
ZOOKEEPER-241,apachejit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.2857,0.2106,0.0000,0.0000,0.0000,0.0000,0.0069,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0571,0.0021,1.0000,0.1944,0.0333,0.0117,0.2053,0.1316,0.0000,0.0000,0.0323,0.0115,1.0000,0.0387,0.9908,0.1016,0.0645,0.0230,1.0000,0.0651,0.0000,0.0000
ZOOKEEPER-251,apachejit_ZooKeeper,0.0,1.0000,0.0714,0.1250,0.0084,0.3929,0.2205,0.0000,0.0000,0.1111,0.0075,0.0098,0.0050,0.2236,0.0151,0.2222,0.0151,0.2500,0.0161,0.0000,0.0000,1.0000,0.1991,0.0449,0.0129,0.1952,0.0766,0.0000,0.0000,0.0429,0.0126,1.0000,0.0374,0.9977,0.1345,0.0859,0.0251,1.0000,0.0985,0.0000,0.0000
ZOOKEEPER-250,apachejit_ZooKeeper,1.0,1.0000,0.0357,0.0769,0.0027,0.3077,0.2100,0.0000,0.0000,0.0714,0.0026,0.0086,0.0047,0.1429,0.0051,0.1429,0.0051,0.1429,0.0051,0.0385,0.0014,0.7071,0.0384,0.0385,0.0033,0.2539,0.1848,0.0000,0.0000,0.0370,0.0032,1.0000,0.0382,0.0970,0.0048,0.0741,0.0064,0.1429,0.0128,0.0000,0.0000
