RequirementID,ProjectName,Buggy,MaxSimilarity_TF-IDF_Cosine_Title,AvgSimilarity_TF-IDF_Cosine_Title,MaxSimilarity_Jaccard_Title,AvgSimilarity_Jaccard_Title,MaxSimilarity_Levenshtein_Title,AvgSimilarity_Levenshtein_Title,MaxSimilarity_ExactMatch_Title,AvgSimilarity_ExactMatch_Title,MaxSimilarity_CommonTokenOverlap_Title,AvgSimilarity_CommonTokenOverlap_Title,MaxSimilarity_EuclideanDistance_Title,AvgSimilarity_EuclideanDistance_Title,MaxSimilarity_BagOfWords_Cosine_Title,AvgSimilarity_BagOfWords_Cosine_Title,MaxSimilarity_DiceCoefficient_Title,AvgSimilarity_DiceCoefficient_Title,MaxSimilarity_OverlapCoefficient_Title,AvgSimilarity_OverlapCoefficient_Title,MaxSimilarity_Hamming_Title,AvgSimilarity_Hamming_Title,MaxSimilarity_TF-IDF_Cosine_Text,AvgSimilarity_TF-IDF_Cosine_Text,MaxSimilarity_Jaccard_Text,AvgSimilarity_Jaccard_Text,MaxSimilarity_Levenshtein_Text,AvgSimilarity_Levenshtein_Text,MaxSimilarity_ExactMatch_Text,AvgSimilarity_ExactMatch_Text,MaxSimilarity_CommonTokenOverlap_Text,AvgSimilarity_CommonTokenOverlap_Text,MaxSimilarity_EuclideanDistance_Text,AvgSimilarity_EuclideanDistance_Text,MaxSimilarity_BagOfWords_Cosine_Text,AvgSimilarity_BagOfWords_Cosine_Text,MaxSimilarity_DiceCoefficient_Text,AvgSimilarity_DiceCoefficient_Text,MaxSimilarity_OverlapCoefficient_Text,AvgSimilarity_OverlapCoefficient_Text,MaxSimilarity_Hamming_Text,AvgSimilarity_Hamming_Text
ZOOKEEPER-82,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.1463,0.1026,0.0000,0.0000,0.0000,0.0000,0.0048,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3651,0.3162,0.0115,0.0113,0.2103,0.1921,0.0000,0.0000,0.0114,0.0112,0.0012,0.0011,0.0310,0.0245,0.0227,0.0224,0.0465,0.0349,0.0000,0.0000
ZOOKEEPER-111,leveragingjit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.1463,0.1463,0.0000,0.0000,0.0000,0.0000,0.0059,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2677,0.2677,0.0343,0.0343,0.1786,0.1786,0.0000,0.0000,0.0331,0.0331,0.0011,0.0011,0.0447,0.0447,0.0663,0.0663,0.1250,0.1250,0.0000,0.0000
ZOOKEEPER-122,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2195,0.1686,0.0000,0.0000,0.0000,0.0000,0.0057,0.0051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8018,0.4009,0.0070,0.0035,0.1888,0.1837,0.0000,0.0000,0.0070,0.0035,0.0011,0.0010,0.1577,0.0788,0.0140,0.0070,0.1000,0.0500,0.0000,0.0000
ZOOKEEPER-123,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2000,0.1610,0.0000,0.0000,0.0000,0.0000,0.0047,0.0045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8018,0.4009,0.0068,0.0034,0.1851,0.1257,0.0000,0.0000,0.0068,0.0034,0.0024,0.0022,0.0766,0.0383,0.0136,0.0068,0.0714,0.0357,0.0000,0.0000
ZOOKEEPER-2,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2075,0.1792,0.0000,0.0000,0.0000,0.0000,0.0052,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5774,0.3484,0.0235,0.0147,0.1846,0.1762,0.0000,0.0000,0.0230,0.0144,0.0013,0.0012,0.0470,0.0269,0.0460,0.0288,0.0513,0.0385,0.0000,0.0000
ZOOKEEPER-125,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2564,0.1805,0.0000,0.0000,0.0000,0.0000,0.0048,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.4079,0.0179,0.0083,0.2159,0.1698,0.0000,0.0000,0.0175,0.0081,0.0022,0.0021,0.0352,0.0166,0.0351,0.0163,0.0769,0.0513,0.0000,0.0000
ZOOKEEPER-63,leveragingjit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.2308,0.1764,0.0000,0.0000,0.0000,0.0000,0.0048,0.0046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6156,0.5629,0.0231,0.0227,0.2274,0.2034,0.0000,0.0000,0.0226,0.0222,0.0012,0.0012,0.0770,0.0586,0.0452,0.0443,0.0909,0.0682,0.0000,0.0000
ZOOKEEPER-134,leveragingjit_ZooKeeper,1.0,1.0000,0.3333,0.2000,0.0667,0.2941,0.1985,0.0000,0.0000,0.1667,0.0556,0.0097,0.0079,0.3536,0.1179,0.3333,0.1111,0.5000,0.1667,0.0000,0.0000,0.7500,0.3554,0.0448,0.0215,0.2262,0.1799,0.0000,0.0000,0.0429,0.0207,0.0018,0.0017,0.0776,0.0371,0.0857,0.0415,0.1364,0.0909,0.0000,0.0000
ZOOKEEPER-133,leveragingjit_ZooKeeper,0.0,1.0000,0.2000,0.1429,0.0286,0.2051,0.1800,0.0000,0.0000,0.1250,0.0250,0.0079,0.0053,0.2500,0.0500,0.2500,0.0500,0.2500,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1779,0.1380,0.0000,0.0000,0.0000,0.0000,0.0029,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
ZOOKEEPER-128,leveragingjit_ZooKeeper,0.0,1.0000,0.3414,0.0909,0.0348,0.3077,0.2423,0.0000,0.0000,0.0833,0.0321,0.0076,0.0052,0.1690,0.0647,0.1667,0.0641,0.2000,0.0733,0.0000,0.0000,0.8660,0.3925,0.0714,0.0319,0.2332,0.1750,0.0000,0.0000,0.0667,0.0302,0.0026,0.0025,0.1750,0.0757,0.1333,0.0605,0.3333,0.1333,0.0000,0.0000
ZOOKEEPER-112,leveragingjit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.1765,0.1569,0.0000,0.0000,0.0000,0.0000,0.0092,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8839,0.3860,0.0580,0.0313,0.2885,0.2222,0.0000,0.0000,0.0548,0.0298,0.0017,0.0015,0.1967,0.0813,0.1096,0.0595,0.1379,0.0862,0.0000,0.0000
ZOOKEEPER-132,leveragingjit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.2407,0.1778,0.0000,0.0000,0.0000,0.0000,0.0069,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2000,0.0263,0.0053,0.2086,0.1468,0.0000,0.0000,0.0256,0.0051,0.0031,0.0029,0.1026,0.0205,0.0513,0.0103,0.1000,0.0200,0.0000,0.0000
ZOOKEEPER-118,leveragingjit_ZooKeeper,0.0,1.0000,0.1667,0.1667,0.0278,0.2344,0.1979,0.0000,0.0000,0.1429,0.0238,0.0424,0.0108,0.3162,0.0527,0.2857,0.0476,0.5000,0.0833,0.0000,0.0000,0.4265,0.0711,0.0196,0.0033,0.2176,0.1848,0.0000,0.0000,0.0192,0.0032,0.0029,0.0015,0.1596,0.0266,0.0385,0.0064,0.1304,0.0217,0.0000,0.0000
ZOOKEEPER-130,leveragingjit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.2222,0.1835,0.0000,0.0000,0.0000,0.0000,0.0078,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5714,0.0952,0.0350,0.0058,0.2437,0.1883,0.0000,0.0000,0.0338,0.0056,0.0027,0.0023,0.1087,0.0181,0.0676,0.0113,0.3333,0.0556,0.0000,0.0000
ZOOKEEPER-131,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2593,0.2118,0.0000,0.0000,0.0000,0.0000,0.0076,0.0051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9623,0.4953,0.0533,0.0279,0.2445,0.1999,0.0000,0.0000,0.0506,0.0267,0.0030,0.0017,0.0862,0.0436,0.1013,0.0534,0.1143,0.0703,0.0000,0.0000
ZOOKEEPER-137,leveragingjit_ZooKeeper,0.0,0.7071,0.1010,0.1111,0.0159,0.2821,0.2243,0.0000,0.0000,0.1000,0.0143,0.0076,0.0053,0.2000,0.0286,0.2000,0.0286,0.2000,0.0286,0.1176,0.0168,1.0000,0.5147,0.0333,0.0157,0.2246,0.1939,0.0000,0.0000,0.0323,0.0154,0.0029,0.0017,0.0634,0.0299,0.0645,0.0308,0.1000,0.0466,0.0000,0.0000
ZOOKEEPER-117,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.3077,0.2142,0.0000,0.0000,0.0000,0.0000,0.0095,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5125,0.0357,0.0145,0.2621,0.2117,0.0000,0.0000,0.0345,0.0142,0.0027,0.0021,0.0744,0.0385,0.0690,0.0284,0.1053,0.0519,0.0000,0.0000
ZOOKEEPER-142,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2456,0.1886,0.0000,0.0000,0.0000,0.0000,0.0077,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7845,0.0981,0.0072,0.0009,0.2877,0.1213,0.0000,0.0000,0.0071,0.0009,1.0000,0.1282,0.0796,0.0099,0.0143,0.0018,0.1429,0.0179,0.0000,0.0000
ZOOKEEPER-139,leveragingjit_ZooKeeper,1.0,0.7071,0.1010,0.1000,0.0143,0.4259,0.2146,0.0000,0.0000,0.0909,0.0130,0.0069,0.0048,0.1826,0.0261,0.1818,0.0260,0.2000,0.0286,0.0000,0.0000, , , , , , , , , , , , , , , , , , , , 
ZOOKEEPER-21,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2128,0.1624,0.0000,0.0000,0.0000,0.0000,0.0061,0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0851,0.0106,0.2582,0.0323,0.0074,0.0009,0.1597,0.1064,0.0000,0.0000,0.0074,0.0009,1.0000,0.1270,0.0304,0.0038,0.0147,0.0018,0.3333,0.0417,0.0420,0.0053
ZOOKEEPER-144,leveragingjit_ZooKeeper,0.0,1.0000,0.1000,0.0769,0.0077,0.3103,0.2241,0.0000,0.0000,0.0714,0.0071,0.0078,0.0045,0.1443,0.0144,0.1429,0.0143,0.1667,0.0167,0.0000,0.0000,1.0000,0.2035,0.0313,0.0054,0.2518,0.1686,0.0000,0.0000,0.0303,0.0053,1.0000,0.1020,0.0609,0.0116,0.0606,0.0106,0.0667,0.0178,0.0000,0.0000
ZOOKEEPER-38,leveragingjit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.3148,0.1840,0.0000,0.0000,0.0000,0.0000,0.0109,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2582,0.0287,0.0074,0.0008,0.1597,0.1074,0.0000,0.0000,0.0074,0.0008,1.0000,0.1131,0.0304,0.0034,0.0147,0.0016,0.3333,0.0370,0.0420,0.0047
ZOOKEEPER-127,leveragingjit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.3148,0.2119,0.0000,0.0000,0.0000,0.0000,0.0074,0.0046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0370,0.0041,1.0000,0.2351,0.0444,0.0148,0.2206,0.1513,0.0000,0.0000,0.0426,0.0144,1.0000,0.1126,0.6433,0.0979,0.0851,0.0288,1.0000,0.1407,0.0000,0.0000
ZOOKEEPER-150,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2353,0.1650,0.0000,0.0000,0.0000,0.0000,0.0073,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1500,0.0526,0.0067,0.1918,0.0835,0.0000,0.0000,0.0500,0.0064,1.0000,0.1039,0.1155,0.0186,0.1000,0.0129,0.4000,0.0600,0.0000,0.0000
ZOOKEEPER-136,leveragingjit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.2121,0.1713,0.0000,0.0000,0.0000,0.0000,0.0076,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0303,0.0030,1.0000,0.1949,0.0263,0.0044,0.2250,0.1416,0.0000,0.0000,0.0256,0.0043,1.0000,0.1025,0.1150,0.0218,0.0513,0.0086,0.1000,0.0200,0.0000,0.0000
ZOOKEEPER-157,leveragingjit_ZooKeeper,0.0,1.0000,0.0909,0.1250,0.0114,0.4412,0.2416,0.0000,0.0000,0.1111,0.0101,0.0073,0.0048,0.2236,0.0203,0.2222,0.0202,0.2500,0.0227,0.0000,0.0000,1.0000,0.3870,0.0421,0.0150,0.2743,0.1691,0.0000,0.0000,0.0404,0.0146,1.0000,0.0925,0.0584,0.0208,0.0808,0.0291,0.1091,0.0431,0.0000,0.0000
ZOOKEEPER-8,leveragingjit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.2963,0.2021,0.0000,0.0000,0.0000,0.0000,0.0076,0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1026,0.0093,1.0000,0.1144,0.5000,0.0461,0.9417,0.1900,0.0000,0.0000,0.3333,0.0310,1.0000,0.1033,0.6667,0.0634,0.6667,0.0619,0.6667,0.0909,0.0000,0.0000
ZOOKEEPER-159,leveragingjit_ZooKeeper,0.0,1.0000,0.0833,0.0833,0.0069,0.3077,0.2060,0.0000,0.0000,0.0769,0.0064,0.0069,0.0045,0.1543,0.0129,0.1538,0.0128,0.1667,0.0139,0.0000,0.0000,1.0000,0.4567,0.0427,0.0194,0.2690,0.1506,0.0000,0.0000,0.0410,0.0189,1.0000,0.0850,0.1278,0.0447,0.0820,0.0377,1.0000,0.1583,0.0000,0.0000
ZOOKEEPER-178,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.1471,0.1040,0.0000,0.0000,0.0000,0.0000,0.0138,0.0083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7071,0.1768,0.0667,0.0096,0.2466,0.1172,0.0000,0.0000,0.0625,0.0091,1.0000,0.0874,0.1485,0.0342,0.1250,0.0183,0.1667,0.0417,0.0000,0.0000
ZOOKEEPER-185,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2727,0.1778,0.0000,0.0000,0.0000,0.0000,0.0199,0.0071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1854,0.0536,0.0085,0.3015,0.1827,0.0000,0.0000,0.0508,0.0082,1.0000,0.0790,0.0865,0.0138,0.1017,0.0164,0.1579,0.0279,0.0000,0.0000
ZOOKEEPER-33,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2439,0.1788,0.0000,0.0000,0.0000,0.0000,0.0076,0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1737,0.5000,0.0775,0.9664,0.2434,0.0000,0.0000,0.3333,0.0518,1.0000,0.0954,0.6667,0.1049,0.6667,0.1037,0.6667,0.1282,0.9580,0.0769
ZOOKEEPER-188,leveragingjit_ZooKeeper,1.0,0.7071,0.0589,0.0909,0.0076,0.4259,0.2324,0.0000,0.0000,0.0833,0.0069,0.0069,0.0048,0.1690,0.0141,0.1667,0.0139,0.2000,0.0167,0.0000,0.0000,1.0000,0.3298,0.0617,0.0181,0.2571,0.1792,0.0000,0.0000,0.0581,0.0174,1.0000,0.0851,0.1798,0.0473,0.1163,0.0348,1.0000,0.1230,0.0000,0.0000
ZOOKEEPER-5,leveragingjit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.3714,0.2139,0.0000,0.0000,0.0000,0.0000,0.0077,0.0051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1212,0.0117,0.7071,0.1229,0.0370,0.0050,0.2740,0.1562,0.0000,0.0000,0.0357,0.0049,1.0000,0.0801,0.0731,0.0104,0.0714,0.0098,0.2500,0.0385,0.0000,0.0000
ZOOKEEPER-198,leveragingjit_ZooKeeper,0.0,1.0000,0.0714,0.1000,0.0071,0.3519,0.2090,0.0000,0.0000,0.0909,0.0065,0.0072,0.0047,0.1826,0.0130,0.1818,0.0130,0.2000,0.0143,0.1111,0.0106,0.5401,0.0386,0.0290,0.0021,0.2750,0.1351,0.0000,0.0000,0.0282,0.0020,1.0000,0.0749,0.1228,0.0088,0.0563,0.0040,0.4444,0.0317,0.0000,0.0000
ZOOKEEPER-197,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.3030,0.2122,0.0000,0.0000,0.0000,0.0000,0.0091,0.0067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2275,0.0625,0.0112,0.2368,0.1319,0.0000,0.0000,0.0588,0.0107,1.0000,0.0652,0.0870,0.0190,0.1176,0.0214,0.3333,0.0495,0.0000,0.0000
ZOOKEEPER-199,leveragingjit_ZooKeeper,1.0,1.0000,0.0667,0.1000,0.0067,0.2449,0.1857,0.0000,0.0000,0.0909,0.0061,0.0073,0.0053,0.1826,0.0122,0.1818,0.0121,0.2000,0.0133,0.1212,0.0162,1.0000,0.3640,0.0366,0.0159,0.1949,0.1331,0.0000,0.0000,0.0353,0.0155,1.0000,0.0683,0.1156,0.0458,0.0706,0.0309,1.0000,0.1054,0.0000,0.0000
ZOOKEEPER-200,leveragingjit_ZooKeeper,0.0,1.0000,0.0625,0.0909,0.0057,0.2692,0.1951,0.0000,0.0000,0.0833,0.0052,0.0074,0.0044,0.1690,0.0106,0.1667,0.0104,0.2000,0.0125,0.0000,0.0000,1.0000,0.3418,0.0492,0.0134,0.2468,0.1778,0.0000,0.0000,0.0469,0.0130,1.0000,0.0646,0.1941,0.0306,0.0938,0.0260,0.1579,0.0461,0.0000,0.0000
ZOOKEEPER-201,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2727,0.2080,0.0000,0.0000,0.0000,0.0000,0.0106,0.0048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7379,0.2390,0.0441,0.0165,0.2490,0.1782,0.0000,0.0000,0.0423,0.0159,1.0000,0.0645,0.1334,0.0375,0.0845,0.0319,0.1538,0.0459,0.0000,0.0000
ZOOKEEPER-43,leveragingjit_ZooKeeper,1.0,0.0000,0.0000,0.0000,0.0000,0.2553,0.1877,0.0000,0.0000,0.0000,0.0000,0.0079,0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1505,0.5000,0.0672,0.9580,0.2294,0.0000,0.0000,0.3333,0.0449,1.0000,0.0852,0.6667,0.0909,0.6667,0.0899,0.6667,0.1111,0.9580,0.0667
ZOOKEEPER-212,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2727,0.1634,0.0000,0.0000,0.0000,0.0000,0.0245,0.0063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2250,0.1212,0.0000,0.0000,0.0000,0.0000,1.0000,0.0658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
ZOOKEEPER-219,leveragingjit_ZooKeeper,0.0,1.0000,0.0625,0.1000,0.0063,0.3684,0.2061,0.0000,0.0000,0.0909,0.0057,0.0079,0.0050,0.1826,0.0114,0.1818,0.0114,0.2000,0.0125,0.0000,0.0000,1.0000,0.2949,0.0441,0.0141,0.2421,0.1684,0.0000,0.0000,0.0423,0.0137,1.0000,0.0643,0.7926,0.1116,0.0845,0.0273,1.0000,0.0949,0.0000,0.0000
ZOOKEEPER-217,leveragingjit_ZooKeeper,0.0,1.0000,0.0625,0.1111,0.0069,0.3333,0.1750,0.0000,0.0000,0.1000,0.0063,0.0099,0.0070,0.2182,0.0136,0.2000,0.0125,0.3333,0.0208,0.0000,0.0000,1.0000,0.2779,0.0364,0.0110,0.2800,0.1857,0.0000,0.0000,0.0351,0.0108,1.0000,0.0644,0.1254,0.0326,0.0702,0.0215,0.1000,0.0292,0.0000,0.0000
ZOOKEEPER-228,leveragingjit_ZooKeeper,0.0,1.0000,0.0625,0.1111,0.0069,0.3824,0.2148,0.0000,0.0000,0.1000,0.0063,0.0076,0.0054,0.2041,0.0128,0.2000,0.0125,0.2500,0.0156,0.0000,0.0000,1.0000,0.2144,0.0667,0.0086,0.2603,0.1175,0.0000,0.0000,0.0625,0.0082,1.0000,0.0665,0.1485,0.0323,0.1250,0.0164,0.5000,0.0625,0.0000,0.0000
ZOOKEEPER-226,leveragingjit_ZooKeeper,0.0,0.0000,0.0000,0.0000,0.0000,0.2500,0.1892,0.0000,0.0000,0.0000,0.0000,0.0080,0.0046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2652,0.0476,0.0142,0.2609,0.1869,0.0000,0.0000,0.0455,0.0137,1.0000,0.0646,0.1011,0.0293,0.0909,0.0273,0.1500,0.0448,0.0000,0.0000
