Project;Release;Commit;NS;ND;NF;Entropy;Size;LA;LD;LT;FIX;NDEV;AGE;NUC;EXP;REXP;SEXP;Actual_Defective
NUTCH;1;6d50255deeb1396d5f91cb2195cc40e26f5354a6;4;0;4;1.7177602521413333;83;45;2;745;NO;5;135;395;22;21.0;22;NO
NUTCH;1;08fa4e09560ce13016363f10c5e83e5ac4962a79;1;0;1;0.0;2;0;0;354;NO;5;65;395;21;20.0;21;YES
NUTCH;1;fee04443a73b10386c846a37f3049c69707c231b;1;0;1;0.0;2;0;0;120;NO;5;129;395;20;19.0;20;NO
NUTCH;1;72ebcd63982550982c48c9ea63e7c89cae8d61b7;1;1;1;0.0;89;89;0;0;NO;5;0;395;19;18.0;19;YES
NUTCH;1;775a3d2b76aa45a9cc6981a1400eeb2e5fe085af;2;1;2;0.9709505944546686;35;15;0;485;NO;5;19;395;18;17.0;18;YES
NUTCH;1;dc0faad1826ff3cbe75908a43f9600141acccb13;1;1;1;0.0;4;0;0;232;NO;5;24;395;17;16.0;17;NO
NUTCH;1;9c188c82b22f03d6de214b1a1fb82e6fb9cbeeaa;1;1;1;0.0;16;0;16;350;NO;5;49;395;16;15.0;16;NO
NUTCH;1;f51c1c1b7dcaa308538c5c6b324572ff23066c6b;2;2;2;1.0;10;6;0;473;NO;5;69;395;15;14.0;15;YES
NUTCH;1;2242f009e69f5462aa35c25150facf524d0f30da;1;2;3;1.0285739361835284;978;274;30;542;NO;5;92;395;14;13.0;14;YES
NUTCH;1;260615cc687f45bfde71e4895a59ac5730304c83;6;1;7;2.012040220192902;253;34;13;601;NO;5;27;390;13;12.0;13;YES
NUTCH;1;1bb19f42b0237a70d7e98af142978e87d1152f53;1;1;1;0.0;2;0;0;141;NO;5;19;390;12;11.0;12;YES
NUTCH;1;381d80d9b4082a97557a9ee8e3165abfb512a697;1;1;1;0.0;7;5;0;415;NO;5;7;390;78;77.0;78;YES
NUTCH;1;fbd1c69406b3e0184d0888734411abd53481dc18;1;1;1;0.0;2;0;0;473;NO;5;15;385;77;76.0;77;YES
NUTCH;1;b4ee2022aab84c0713267c3d56d0ed4b1917b782;1;1;1;0.0;2;0;0;280;NO;5;15;380;76;75.0;76;YES
NUTCH;1;f049efa690f8abcc8ba70d178282e2ca2dfc2ea4;3;2;3;1.5219280948873621;20;10;0;586;NO;5;14;375;11;10.0;11;YES
NUTCH;1;be854409967ee6bdc02f1f9a83ef454fdcea07aa;5;1;5;1.7360411676599226;114;80;0;498;NO;5;6;375;10;9.0;10;YES
NUTCH;1;09c6768180f65c825b3d6fd85377c2e6dd473d2f;1;1;1;0.0;10;0;0;415;NO;5;6;370;8;7.0;8;NO
NUTCH;1;5f4fa46141d79bff082e2ec65e7f8959c9a401ac;1;0;1;0.0;2;0;0;498;NO;5;2;365;73;72.0;73;NO
NUTCH;1;0de9cbb52b5f216a10307e881a96d4a6271a9e0e;2;0;2;1.0;5;1;0;899;NO;5;28;355;71;70.0;71;NO
NUTCH;1;23a6cdd0dcde915898abda01bfad19a51981f822;2;0;2;1.0;4;0;0;285;NO;5;49;350;70;69.0;70;NO
NUTCH;1;a30f25923ba4541e1f466aba9d5f5223db440f2d;1;0;1;0.0;87;3;0;896;NO;5;56;345;69;68.0;69;YES
NUTCH;1;5ad874957f98ee5568a3b03f249e615f75b503b4;1;0;1;0.0;2;2;0;345;NO;5;21;340;68;67.0;68;NO
NUTCH;1;db9481e67b386d6e625519f7e9123e903e96aef3;1;0;1;0.0;41;17;0;264;NO;5;29;335;67;66.0;67;YES
NUTCH;1;53b132045f1b56088690bbfcb31cf5e4a464952e;1;1;1;0.0;2;0;0;145;NO;5;93;330;66;65.0;66;YES
NUTCH;1;1f16489855411e779376c32d9c9d8ea8048acec9;2;0;2;0.0;445;0;445;223;NO;5;93;325;65;64.0;65;NO
NUTCH;1;29bea6a24ea978596c3c1880a520b24bdeb2252d;31;16;52;3.8082846913256136;4489;3780;251;629;NO;5;51;320;5;4.0;5;YES
NUTCH;1;a5183e1d2d1ffeca08781d4f05ddce5f3d4efde8;2;0;2;0.8112781244591328;131;67;0;524;NO;5;44;320;4;3.0;4;NO
NUTCH;1;05d2ffa3879c707c6e3ce83219ee48e78d0134af;1;1;1;0.0;22;18;0;332;NO;5;40;320;3;2.0;3;YES
NUTCH;1;6ff9d92d044c9da5132516a2b436eab2743c5ffb;1;0;1;0.0;44;40;0;167;NO;5;72;320;64;63.0;64;YES
NUTCH;1;647ec346c12093b406c2d482616bbbe2bdfd94a1;1;0;1;0.0;17;17;0;328;NO;5;8;315;63;62.0;63;NO
NUTCH;1;c71200899f3d73dfd1caa0fdeb2dfe86f768029a;2;0;2;0.0;8;8;0;261;NO;5;70;310;62;61.0;62;YES
NUTCH;1;8bc823cf98b6875252a0c147d468a64063eca421;1;0;1;0.0;14;14;0;463;NO;5;69;305;61;60.0;61;YES
NUTCH;1;a779336b882c1d54f96c68eb1c0b83a4a8f25f77;2;0;2;0.9426831892554922;64;14;0;323;NO;5;22;300;60;59.0;60;NO
NUTCH;1;22ef7c27f434aa75bce21ac52e58501d35ac8961;1;1;1;0.0;6;0;0;87;NO;5;65;295;59;58.0;59;NO
NUTCH;1;26da882404292994353bd8bfdb1b7e710b0bf022;1;0;1;0.0;87;33;0;101;NO;5;1;285;57;56.0;57;YES
NUTCH;1;c83397bd8fea3f7a7d24632728848698a13c3435;1;1;1;0.0;59;1;0;278;NO;5;18;280;56;55.0;56;YES
NUTCH;1;a17464ee9d8a25cf2dfe2943cde58cec7652c9a5;10;0;10;2.5080545306155417;369;136;3;412;NO;5;39;265;53;52.0;53;YES
NUTCH;1;1e027c52d3746fdda27eb01324ca3994c20e6293;1;0;1;0.0;219;39;0;373;NO;5;1;260;52;51.0;52;YES
NUTCH;1;4ffb78b98d498e2604ff4482180d8058f25d04b5;1;0;1;0.0;11;1;0;192;NO;5;0;255;2;1.0;2;NO
NUTCH;1;9707c4418166d1fd2668c82369a6fbdf5f53b4d7;1;0;1;0.0;82;46;0;146;NO;5;32;255;1;0.0;1;NO
NUTCH;1;e21843f3948243469472d2e5f209db1901342e6f;1;0;1;0.0;29;23;0;350;NO;4;0;204;51;50.0;51;NO
NUTCH;1;6a9871b9642f7e219348e25d56a801de7b2dbc5c;1;0;1;0.0;5;0;1;351;NO;4;0;200;50;49.0;50;NO
NUTCH;1;45b5cf7f50a4ef5e0f904e8017e72ec014f76cb0;1;0;1;0.0;452;0;228;561;NO;4;26;196;49;48.0;49;YES
NUTCH;1;aa1b8c5881619381dea121c7d8a93145bf9a6821;2;0;2;0.9352691398683566;174;95;5;256;NO;4;0;192;48;47.0;48;YES
NUTCH;1;3036dc9fc75d3336bf329635f091776f805a3133;2;0;2;0.0;33;27;0;237;NO;4;63;188;47;46.0;47;NO
NUTCH;1;c00b2c21ff0d20029b2064e263fdfe51e6c4ad0e;1;0;1;0.0;21;5;0;928;NO;4;55;184;46;45.0;46;NO
NUTCH;1;66e552e525293638c0c3aa429c5df5e3838c068d;1;0;1;0.0;8;4;0;259;NO;4;55;180;45;44.0;45;NO
NUTCH;1;bba90b836024ce3ae73cb025746cee3c122747ca;1;1;1;0.0;20;10;0;163;NO;4;27;172;43;42.0;43;YES
NUTCH;1;37e4305aae6d1d5a95abd9a07636703f32f5ef0f;1;0;1;0.0;43;35;0;219;NO;4;0;164;41;40.0;41;YES
NUTCH;1;e15706f462be7f8b0fa8b76064062e6b0ac77dca;1;0;1;0.0;14;0;0;219;NO;4;6;156;39;38.0;39;NO
NUTCH;1;c1a10fac2278fee861c54f63025b17b016bc6c36;1;0;1;0.0;29;5;0;153;NO;4;1;152;6;5.0;6;NO
NUTCH;1;356f063ab765d3d17c25dcd03982898f6ec5e266;1;1;1;0.0;9;3;0;120;NO;4;47;152;4;3.0;4;NO
NUTCH;1;a5f88b96d6b47aba308cbb6604751560a7e57033;10;4;12;1.6972757590195697;1468;1197;105;500;NO;4;23;152;3;2.0;3;YES
NUTCH;1;6154a5b267bdd33616cb8e8453840821319d816c;3;0;3;1.5829526731463948;1290;63;5;265;NO;4;35;152;38;37.0;38;YES
NUTCH;1;e70ecacec2d585a898eb1e3ae2cf3cd2ebdec2d6;1;0;1;0.0;2;0;0;298;NO;4;43;148;37;36.0;37;YES
NUTCH;1;1d9c84678e914c16f406bbffcad5ae31ab4d322b;1;0;1;0.0;34;6;0;213;NO;4;0;144;36;35.0;36;YES
NUTCH;1;c4e427db3597c3cb2d7f901a80fac904b3cda13c;1;0;1;0.0;213;213;0;0;NO;4;0;140;35;34.0;35;NO
NUTCH;1;0faf643f0efa6f2ad848fed686443d8e4c4ad978;2;0;2;0.0;244;134;0;852;NO;4;18;132;4;3.0;4;YES
NUTCH;1;d39314dc553bf73a9ec60ef2d8473e9e7df67044;1;0;1;0.0;77;51;0;510;NO;4;37;132;3;2.0;3;YES
NUTCH;1;a7014499737c823df0417bdab6676a578e7326fe;1;1;1;0.0;8;8;0;324;NO;4;36;132;33;32.0;33;YES
NUTCH;1;35baa0ea7a19feec7245015d306c262bc02f80f9;1;1;1;0.0;8;2;0;235;NO;4;0;128;32;31.0;32;YES
NUTCH;1;220fd615180c054ea69684d4102e6d0b85da7bac;1;1;1;0.0;36;22;0;213;NO;4;36;124;31;30.0;31;YES
NUTCH;1;7d37f3845c1d75c743ce738312424058b07b6666;1;0;1;0.0;3;1;0;313;NO;4;34;116;2;1.0;2;NO
NUTCH;1;6648f2e5f20d923fc567a04a9a24a4a2aa6d7ce5;1;0;1;0.0;4;2;0;287;NO;4;34;116;1;0.0;1;NO
NUTCH;1;4229c5b33d04c6b2278d1c4c9e0876269630b27a;1;0;1;0.0;5;5;0;141;NO;3;32;87;2;1.0;2;NO
NUTCH;1;55943eae044ce6652f1261789fdfc218ab590228;1;0;1;0.0;105;105;0;0;NO;3;0;87;1;0.0;1;YES
NUTCH;1;7098fb458fcc0433b12a67a3595e9ecfb091d8cb;1;0;1;0.0;2;0;0;239;NO;2;27;48;24;23.0;24;NO
NUTCH;1;9b12f4062d7ed55e3c783a21347d6af5e97dcfbc;4;3;4;1.3921472236645345;100;22;60;156;NO;2;22;42;21;20.0;21;YES
NUTCH;1;ec497cc6e6ac169b560dcf289c7de6e9fe32af39;1;0;1;0.0;4;2;0;372;NO;2;13;22;11;10.0;11;NO
NUTCH;1;9358f37165e073be4c7fe3ce5d0becbe769c2bdf;7;0;7;2.5;61;45;0;357;NO;2;2;20;10;9.0;10;NO
NUTCH;1;daba0e068491be0c609d4655c05ad78e3dfe7c5f;1;0;1;0.0;2;0;0;1147;NO;2;3;18;9;8.0;9;NO
NUTCH;1;e60a37594b1cd987308de79296c00275d581b102;2;0;2;1.0;76;32;0;353;NO;2;2;16;8;7.0;8;NO
NUTCH;1;bd718ff3ab1f923593e5eccaa0aaeb21370f7169;293;33;347;0.0;60959;60959;0;0;NO;2;0;10;5;4.0;5;YES
NUTCH;2;4cc66e2f0d443be24888ada8747eaef3c251a2b0;4;0;4;0.0;483;335;0;130;NO;8;17;632;31;30.0;31;YES
NUTCH;2;2359bb8465b97ed66b6c40ab9a4c1c091f573831;1;0;1;0.0;14;4;0;601;NO;8;94;632;7;6.0;7;NO
NUTCH;2;7552778047107b1c75a40c370fad7ae17a25ea30;3;0;3;1.584962500721156;7;0;1;561;NO;8;144;632;13;12.0;13;YES
NUTCH;2;945af32004c63e23419d23fa3ccd9ab67d23226e;1;1;1;0.0;32;0;2;228;YES;8;42;632;24;23.0;24;YES
NUTCH;2;5f45c38a051c8673ac56f0a1b71fc32ef884229b;2;2;2;0.0;96;96;0;0;NO;8;0;632;30;29.0;30;NO
NUTCH;2;649ebd3eeb5082cc0a75caf06bf39183ff7f0c95;4;0;4;0.9509560484549725;342;180;0;311;NO;8;14;632;25;24.0;25;YES
NUTCH;2;f255eccde285704b669383540b15cefd5b6c3181;1;1;1;0.0;2;0;0;242;NO;8;17;632;23;22.0;23;NO
NUTCH;2;ed0feca27cc05904c41ea66ba73eca939c65080c;1;1;6;0.9182958340544896;256;1;249;416;NO;8;4;632;19;18.0;19;YES
NUTCH;2;b5126db974cee684af1763aac5d03933376c4523;1;0;1;0.0;26;26;0;285;NO;8;45;632;17;16.0;17;NO
NUTCH;2;7dcd4f94c7adc53cf66efd7ac995348bad2ba970;1;2;3;1.4355205042826666;50;32;0;104;NO;8;0;632;16;15.0;16;NO
NUTCH;2;b37151c29db91e7f0809fd7402cebe853f9b386d;1;1;1;0.0;147;0;15;119;NO;8;0;632;15;14.0;15;YES
NUTCH;2;e79930a8e82dc7fb70ff37ef79fa18623a74cb88;1;2;3;0.0;283;283;0;0;NO;8;0;632;14;13.0;14;YES
NUTCH;2;01bb1b68f3cff31255073c0574363cff00732665;1;2;13;0.0;1868;1868;0;0;NO;8;0;632;13;12.0;13;YES
NUTCH;2;d087bc5ae0cc5cc29b769b1f9f8897b8fdd20c0b;1;1;1;0.0;48;16;0;287;NO;8;28;632;12;11.0;12;YES
NUTCH;2;f2da62a5c56f08e23fb216a356b233115ddc1466;17;3;18;2.6481572890333998;167;52;5;738;NO;8;140;632;11;10.0;11;YES
NUTCH;2;0d363fae51586fe62f43af758a6e13f795e889f1;1;0;1;0.0;12;0;0;107;NO;8;5;632;10;9.0;10;YES
NUTCH;2;8dda2fc6f98a7ce3d82929f31a1fe4d59d130c09;1;0;1;0.0;5;1;0;269;NO;8;5;632;9;8.0;9;NO
NUTCH;2;10059a9cd60d9b3458078831e725a3d87216bb5b;4;0;4;1.0;186;157;1;270;NO;8;60;632;8;7.0;8;YES
NUTCH;2;82254569c86212a377d76bf797eb4e5a76d564a6;1;2;2;1.0;4;0;0;430;NO;8;26;632;21;20.0;21;NO
NUTCH;2;c88b191c84d5d8fbad32b29eb77234dbd440c1b2;7;5;7;2.2359263506290326;327;313;0;187;NO;8;62;632;7;6.0;7;YES
NUTCH;2;301022d0f0859aa20d45d8c7c1d574ce939db905;1;1;1;0.0;2;0;0;242;NO;8;2;632;6;5.0;6;NO
NUTCH;2;5007400ff1135687ca9ccbe3a65cddd2f16beba3;1;1;1;0.0;242;242;0;0;NO;8;0;632;3;2.0;3;NO
NUTCH;2;d3a63dfeb666fc0db677ac52ee967aa4952373e9;1;2;2;0.0;246;162;0;98;NO;8;123;632;2;1.0;2;NO
NUTCH;3;08438d51db849e84db78307ad9b8751397993f77;5;13;24;0.0;3071;1548;1523;359;NO;10;27;1330;108;107.0;108;NO
NUTCH;3;2f4619faa12117faffe3c14062bceb45ff665b21;1;1;1;0.0;44;22;0;218;NO;10;53;1330;105;104.0;105;YES
NUTCH;3;0558afd94ec7883f20361364a513be2c6758d17e;1;0;1;0.0;2;0;0;279;NO;10;50;1320;104;103.0;104;NO
NUTCH;3;1f2af77496abc0879e09e7adf52ee1b8472736d4;1;0;1;0.0;40;40;0;51;NO;10;46;1320;99;98.0;99;YES
NUTCH;3;7d9727f031d8c5d0d0aa91455b9de9e8184319d7;13;0;13;1.0;29;25;0;403;NO;10;18;1320;132;120.5;132;YES
NUTCH;3;5d4e8511c72b3e8b6f7b860406477cce8f748bac;1;0;1;0.0;16;16;0;318;NO;10;43;1310;98;97.0;98;YES
NUTCH;3;58d355cfa035ae850682efe9019d070d1dae827d;1;1;1;0.0;8;2;0;292;NO;10;14;1310;97;96.0;97;YES
NUTCH;3;b9274d5107384abe44133d8833b72ec021cb6243;1;2;2;0.0;160;160;0;0;NO;10;0;1310;93;92.0;93;YES
NUTCH;3;2448f558bfbfb3cfcbe93536b407fede2d0e7468;1;2;2;0.0;266;66;110;197;NO;10;22;1310;92;91.0;92;YES
NUTCH;3;ed09a6b69dcac0f591f778beda1b696f2fcaf09f;1;2;3;0.0;416;416;0;0;NO;10;0;1310;91;90.0;91;YES
NUTCH;3;59172d13cf8d69a0cdf825314bd434c56162074c;4;1;4;0.7283286873154357;336;66;0;118;NO;10;254;1310;63;62.0;63;YES
NUTCH;3;928d6739bd7489aedf4efb76d43c33d4168315ca;3;0;3;1.1488348542809168;36;8;0;213;NO;10;28;1310;62;61.0;62;YES
NUTCH;3;a75c525658758134920e8dadd38c9287951d19b3;1;0;1;0.0;24;10;0;123;NO;10;38;1300;60;59.0;60;YES
NUTCH;3;c234bd42b2d50a59bdb1bb3e9207519519ad7801;1;0;1;0.0;1;1;0;104;NO;10;2;1300;90;89.0;90;NO
NUTCH;3;340c8a05f04da63f577b74d60347a5ac75650fcc;1;0;1;0.0;7;3;0;309;NO;10;37;1300;59;58.0;59;NO
NUTCH;3;423617841a161a2564dbaffe3fcd55f773f62744;2;0;2;1.0;12;8;0;290;NO;10;21;1300;89;88.0;89;YES
NUTCH;3;a5260d999ff537b85d17b5310bce0f060204c2f3;6;5;6;0.0;9;9;0;92;NO;10;23;1290;86;85.0;86;NO
NUTCH;3;9fd371ca329e1baee2e4a3b3e8558fd71f216679;1;1;1;0.0;4;0;0;292;YES;10;29;1290;33;32.0;33;YES
NUTCH;3;421062d61e77f9cee11e21e9a0ee487990e871fb;1;0;1;0.0;12;12;0;270;NO;10;5;1290;58;57.0;58;YES
NUTCH;3;af9f6865452c7fc3178955aef3e3475c9717dbc6;1;0;1;0.0;5;5;0;104;NO;10;27;1290;57;56.0;57;NO
NUTCH;3;c8d9b5816c094b90ba2700d7dab52464318867a2;1;0;1;0.0;14;12;0;459;NO;10;31;1290;56;55.0;56;NO
NUTCH;3;ea4da6200b79a1c62ebc3b9c8fb2e452f3fcb31b;1;0;1;0.0;6;4;0;381;NO;10;14;1290;55;54.0;55;YES
NUTCH;3;762adc4ad52c13bda023835966bca769f95305ee;13;6;14;3.1954732424555012;131;33;0;523;NO;10;46;1280;25;24.0;25;YES
NUTCH;3;ee1a59a3c1b8ca6ab1de0b965ce413852c751461;1;0;1;0.0;9;0;7;146;NO;10;4;1280;84;83.0;84;NO
NUTCH;3;7de262d1b084ebdc77f28f3824e1623464ff4b08;1;1;3;0.0;292;292;0;0;NO;10;0;1280;83;82.0;83;YES
NUTCH;3;aa84ab48dd36684f1fc987471af246eb9c9c33ad;14;0;14;3.681024494661445;329;0;245;453;NO;10;2;1270;127;122.0;127;YES
NUTCH;3;d2397b177c96be0454bcc2276037388d9b43dbdd;1;0;1;0.0;1;1;0;377;NO;10;3;1260;126;121.0;126;YES
NUTCH;3;ce45896b42e1a13f788461439a9cb3b197a4ec27;2;2;2;0.7219280948873623;10;0;0;573;NO;10;194;1240;82;81.0;82;NO
NUTCH;3;a8a7c5092359d2adca2232fcc36748b93ff2de7a;14;0;14;3.681024494661445;329;245;0;436;NO;10;17;1220;122;119.0;122;NO
NUTCH;3;9c197fabc257159b8e9abb1225a9908132f09ad2;2;0;2;0.7219280948873623;41;31;0;125;NO;10;23;1200;80;79.0;80;YES
NUTCH;3;29541bb7af3a56b5ce61557f094f258633d9655b;1;0;1;0.0;2;0;0;366;NO;10;20;1180;54;53.0;54;YES
NUTCH;3;ce84f6549fe1e4892ed80272baf53d8375946a4f;1;0;1;0.0;17;11;0;202;NO;10;14;1180;53;52.0;53;YES
NUTCH;3;1fdab8292b7e0acf2f83adec49ec7b4369a771d7;16;12;17;2.3138406332496766;427;57;52;467;NO;10;21;1180;75;74.0;75;YES
NUTCH;3;1c21856c34d4fd24d105cbb06eb80fe05ef4873a;1;1;2;0.8112781244591328;27;11;0;129;NO;10;94;1180;52;51.0;52;NO
NUTCH;3;8b4cd29a23eb209b0b1973d1d035bbd248c0c5c1;1;2;3;1.237963677909744;172;26;4;138;NO;10;51;1180;74;73.0;74;YES
NUTCH;3;998778cdf98335caa88ce27226a1779312e958ab;1;2;3;1.3551369511342362;126;28;0;110;NO;10;9;1180;72;71.0;72;NO
NUTCH;3;6a49038d774a76e44d97f3c02c08609e8bdfc6ca;8;0;8;2.5216406363433186;64;50;0;381;YES;10;58;1180;118;115.0;118;YES
NUTCH;3;3f03b45c4f57765938d88538a3741feb103f804b;1;0;1;0.0;3;3;0;400;NO;10;5;1150;115;112.0;115;NO
NUTCH;3;a17a3c0bed2a4b38cc5eb8223335753f01b5ad75;2;2;2;1.0;5;0;1;161;NO;10;82;1130;65;64.0;65;NO
NUTCH;3;207b1e555016d03dcf773a3677eeb538a0187a8d;3;3;11;2.7179175771148;1044;0;828;348;NO;10;81;1130;64;63.0;64;YES
NUTCH;3;f030d33350b514b86dcafe57231c7b893c49ca05;2;1;3;0.0;368;368;0;191;NO;10;1;1130;63;62.0;63;YES
NUTCH;3;c1fcc22f319ec83407b9d43752836c0b810ae9aa;1;1;1;0.0;38;8;0;64;NO;10;1;1130;62;61.0;62;NO
NUTCH;3;712191fb5392773d0710ae2087836f39459f30b5;1;2;4;0.0;438;438;0;0;NO;10;0;1100;61;60.0;61;YES
NUTCH;3;6e1b7e5d8e4077b5fa9df0456a71fa40ad959c0f;1;0;1;0.0;3;1;0;399;NO;10;1;1100;58;57.0;58;NO
NUTCH;3;5f7bbe467f6b34e2291e7a820783fd29bd82557b;4;0;4;0.0;720;718;0;301;NO;10;1;1100;51;50.0;51;YES
NUTCH;3;d6b9755fa599b0036210b38d4a36fe97c7fb106c;14;0;14;3.5068905956085183;72;42;0;399;NO;10;1;1100;110;107.0;110;YES
NUTCH;3;fd671323313228523c9c04fa60e6e9adb167197a;1;0;1;0.0;3;3;0;396;NO;10;0;1090;57;56.0;57;YES
NUTCH;3;72954c64209f0eba5eb01cb995e5c6e1eb32ce04;11;0;11;1.0;32;24;0;394;NO;10;3;1090;109;106.0;109;YES
NUTCH;3;21907ab55f679c6b31f06d41358df3eeebe9629f;1;0;1;0.0;6;4;0;116;NO;9;1;972;56;55.0;56;NO
NUTCH;3;085acccad98278fd1187f24be59822f07671e4ad;38;21;50;4.8863917354422615;1986;1017;351;701;NO;9;17;972;55;54.0;55;YES
NUTCH;3;9e5e87e8392d483c32ea23c444b81deea0b64d91;5;1;5;1.8423709931771088;16;1;1;419;NO;9;11;963;53;52.0;53;YES
NUTCH;3;0bea9ef47a6efe2ab768b0dd67d249d59c4bf637;1;0;1;0.0;7;1;0;278;YES;9;2;945;19;18.0;19;NO
NUTCH;3;3878d00f508d3f03c2bb1350a04e18198e7418c1;2;0;2;0.0;3;0;1;904;NO;9;2;945;18;17.0;18;NO
NUTCH;3;21057e3bf3c8eea148b1ec4839b196813e3f5b13;1;0;1;0.0;2;0;0;125;NO;9;2;945;105;102.0;105;NO
NUTCH;3;0bec3a1e535904605789c5f66b6f4c53fb0294eb;5;0;5;0.0;20;11;9;244;NO;9;2;936;104;101.0;104;YES
NUTCH;3;105207a94a66cd59b0611c539daa361de03ac9f6;19;21;28;0.0;53;0;53;476;NO;9;37;927;17;16.0;17;YES
NUTCH;3;cb5b7140331855c2857321a0b40d017e675c0944;5;0;5;0.0;7;0;7;107;NO;9;0;927;15;14.0;15;NO
NUTCH;3;f5c146f70738528cf3000c052df8bd499e8cad6d;5;0;5;0.0;5;0;5;384;NO;9;0;927;14;13.0;14;NO
NUTCH;3;25437bc825d50715dcc9a289a1b4c8fbbc6aced1;260;39;293;6.954177164829357;25833;460;23039;1341;NO;9;39;909;101;98.0;101;YES
NUTCH;3;e0093e6e09eb03d23785502befec066dc008ae24;10;0;10;0.0;19;0;19;418;NO;9;106;900;12;11.0;12;NO
NUTCH;3;1d47935e78072239bffc39c9436ade75f8e273b6;75;0;75;0.0;158;0;158;886;NO;9;37;900;11;10.0;11;NO
NUTCH;3;d6e2d0cb3a175f395bf576ef8e074a854bf92434;1;2;2;0.0;798;798;0;0;NO;9;0;900;48;47.0;48;YES
NUTCH;3;b6b05637e2124152b77917985734bfa9e3305af9;20;0;20;1.1242686956573218;2293;1312;269;1080;NO;9;10;900;1;0.0;1;NO
NUTCH;3;ddcdad641a90c01eab6471efa623efe36d6c7a51;3;2;3;1.0;51;47;0;380;NO;8;1;800;47;46.0;47;YES
NUTCH;3;9d4c8e1b90d0431b446b6573cde131c2c9e86c35;1;0;1;0.0;8;2;0;180;YES;8;1;800;100;97.0;100;NO
NUTCH;3;e0dffdcf520475f4a7d24e8ea0b0cf24c29eb6f3;4;0;4;1.950212064914747;26;12;0;377;NO;8;133;792;46;45.0;46;YES
NUTCH;3;329ff64e9d7295aff108f85e9a8103f5e5f8f398;155;37;183;6.58605593645955;4493;1048;61;1335;NO;8;111;792;45;44.0;45;YES
NUTCH;3;ab2ab7d6b02438a81cd1eb54fdedbe7d8222108b;1;0;1;0.0;1;1;0;53;NO;8;31;792;44;43.0;44;YES
NUTCH;3;7ab2f64165224219f1b9c864893f7bd9b5856b3f;1;0;1;0.0;5;1;0;121;YES;8;98;784;43;42.0;43;YES
NUTCH;3;8ed51d22d7b98c6be6369dc5af062e6ebf1eae08;1;1;1;0.0;14;0;0;378;NO;8;11;784;42;41.0;42;YES
NUTCH;3;291c66e79470ce2f42d89f6821b5cd41c646c1b9;1;0;1;0.0;6;0;0;384;NO;8;1;760;41;40.0;41;YES
NUTCH;3;f8ce08fbea589999983ef230615c5ef13bf66361;1;0;1;0.0;4;0;0;92;NO;8;316;760;49;48.0;49;YES
NUTCH;3;8199e747522a6d9e2824f06f7075e599ca7c01ad;2;0;2;0.0;12;10;0;381;NO;8;13;760;40;39.0;40;YES
NUTCH;3;682a326efdf8fecabfe684dbdf656faabcb4bdea;1;0;1;0.0;25;0;7;301;NO;8;5;760;48;47.0;48;YES
