Project;Release;Commit;NS;ND;NF;Entropy;Size;LA;LD;LT;FIX;NDEV;AGE;NUC;EXP;REXP;SEXP;Actual_Defective
GROOVY;1;83fbb62f317053fb3afa815ccda1b2e3dd1d2258;3;0;3;0.8058576010107722;81;24;1;1824;NO;5;2;1365;273;272.0;273;NO
GROOVY;1;54e9fd496703ac8b2b60a8dc1975559c843f240a;4;0;4;0.18613570398491672;250;82;0;2152;NO;5;3;1360;272;271.0;272;NO
GROOVY;1;e4d3a73efc41d709c49dbcf5de54ac40fb90b6f2;6;0;6;0.9182958340544896;224;218;0;2140;NO;5;2;1355;271;270.0;271;NO
GROOVY;1;81a49a5e795a39f73a4d6d9ef735613fe34f4865;1;0;1;0.0;157;5;0;1105;NO;5;6;1350;270;269.0;270;NO
GROOVY;1;fc65e34ec85887acb689023f02613d9d53b4a176;2;0;2;0.22228483068568797;86;30;0;2115;NO;5;2;1345;269;268.0;269;NO
GROOVY;1;81f560066d6bbf849c88089dc395b43971b122f8;1;0;1;0.0;17;17;0;98;NO;5;0;1340;268;267.0;268;NO
GROOVY;1;83c1338d2988f95184dba2a3e9c3ba661609f2c1;1;0;1;0.0;16;8;0;90;NO;5;0;1335;267;266.0;267;NO
GROOVY;1;7f8c9d36a9f8265944ab11209037a0e0373c44f5;1;0;1;0.0;6;0;0;308;NO;5;0;1315;263;262.0;263;NO
GROOVY;1;fba894477f251afdf61f71af08d525e42718afee;4;0;4;0.48122566384173693;361;207;0;251;NO;5;14;1310;262;261.0;262;NO
GROOVY;1;00775b5033149348536f880d9d9fd9df5febf5cd;2;0;2;0.1792560669283215;78;4;0;2111;NO;5;0;1305;261;260.0;261;NO
GROOVY;1;d325674b3bed00f6054d79da1ff2a630b8f052e1;2;0;2;0.11911602665564837;126;2;0;2109;NO;5;1;1295;259;258.0;259;NO
GROOVY;1;18863657de21dd073451a2664314e81ca4fd2bef;7;0;7;0.868120722752404;455;267;0;1994;NO;5;18;1285;257;256.0;257;NO
GROOVY;1;879a38f37f8ed32b5e7ac61ff0cd383c2ead32c5;6;0;6;0.3047006591016629;807;336;1;1840;NO;5;13;1280;256;255.0;256;NO
GROOVY;1;5d0abaebf0bd4b5d98f9ef173f23b3be5e6fb37f;7;0;7;0.2859191647944171;596;11;107;1946;NO;5;24;1270;254;253.0;254;YES
GROOVY;1;94ddb3d742e7db63831c3c0b8c17c2fe507566fe;2;0;2;0.0;51;21;0;1929;NO;5;0;1260;252;251.0;252;NO
GROOVY;1;554f4f662a9966d665ccec126c566e67d6feaacc;1;0;1;0.0;70;0;12;1031;NO;5;1;1255;16;15.0;16;NO
GROOVY;1;97a05fa1e40ba174a20a2270f8ac9f861dd70ad8;4;0;4;1.7609640474436812;24;4;0;1929;NO;5;0;1255;251;250.0;251;NO
GROOVY;1;2636a236a64ba9e33994d505f2445061a85bb576;2;0;2;0.0;40;22;0;1911;NO;5;0;1250;250;249.0;250;NO
GROOVY;1;9374a7fbef47d51b2c41377f544bc9bfcee983c4;6;0;6;0.8224042259549891;181;111;0;1865;NO;5;7;1240;248;247.0;248;NO
GROOVY;1;e36e6a37b53beb96814b9df5bd45214e1c090916;4;0;4;0.7907669479360189;140;52;0;1831;NO;5;3;1235;247;246.0;247;NO
GROOVY;1;953ccd9e31ee069d0c5d3b7a33aef0a81b41830a;1;0;1;0.0;47;43;0;1154;NO;5;0;1230;246;245.0;246;NO
GROOVY;1;e5532b3cda0bf96bbc1d3bfd3ad4de931186be86;6;0;6;0.5608251769947301;298;112;126;1801;NO;5;5;1225;245;244.0;245;NO
GROOVY;1;7b8480744ea6e6fb41efd4329bb470c8f3c763db;6;0;6;0.0;316;316;0;101;NO;5;6;1220;244;243.0;244;NO
GROOVY;1;891443950f9204379a5b265a373fd18584a6a921;1;0;1;0.0;7;0;1;1032;NO;5;2;1215;15;14.0;15;NO
GROOVY;1;5ec6b5e86b7cbc71dc2341217c153ed60698df56;2;0;2;0.0;21;5;2;257;NO;5;29;1215;14;13.0;14;NO
GROOVY;1;1ce0b04eff4025879efeb2ec6338d7cf51def3b5;3;0;3;0.0;43;39;0;1742;YES;5;0;1215;13;12.0;13;NO
GROOVY;1;8f3eb2563fb335d3f73443c336a26e64e72026f3;1;0;1;0.0;24;24;0;1343;NO;5;2;1215;12;11.0;12;NO
GROOVY;1;7e8549c24f3c68d57b2b24a58d3713088ed3624d;2;0;2;0.0;6;1;1;1800;NO;5;5;1215;11;10.0;11;NO
GROOVY;1;8725e3e7ddc59020d26741095c32e6a67ebcf49c;2;0;2;0.5032583347756457;110;92;0;1690;NO;5;2;1210;242;241.0;242;NO
GROOVY;1;c89bcb9be9e3cd7a1340fd31e21c916d2a2c4b65;1;0;1;0.0;16;12;0;369;NO;5;14;1205;241;240.0;241;NO
GROOVY;1;18698831cbb263a1766ae047a5e0b96879925f25;10;0;10;1.7042260833663954;230;155;1;1789;NO;5;20;1200;10;9.0;10;NO
GROOVY;1;b28e36d3c4c7766e857972c04e5449e3a4e74c3b;1;0;1;0.0;4;4;0;120;NO;5;8;1200;240;239.0;240;NO
GROOVY;1;2d670997287093043c7bb38c1857abc0651ca8d1;1;0;1;0.0;60;6;0;1076;NO;5;0;1195;2;1.0;2;NO
GROOVY;1;6bfe0b6f394c8f7bdcf6e8dc6c69a13e464431b2;1;0;1;0.0;157;157;0;919;NO;5;2;1195;1;0.0;1;NO
GROOVY;1;986de73e9f342b5d1ff0366ea9d46593328e6c36;2;0;2;0.9182958340544896;63;57;0;150;NO;4;21;956;239;238.0;239;YES
GROOVY;1;0ab6465a7dece117c61c3efd3ec95d20524bdad6;1;0;1;0.0;21;21;0;898;NO;4;7;936;234;233.0;234;NO
GROOVY;1;64c78e0d8d7146dd22ff06e80bbbdcd38f92111b;5;0;5;1.7130788426267936;142;105;3;1792;NO;4;1;924;9;8.0;9;NO
GROOVY;1;bae92548df537bf7cfa7a63711e0998e41090a0b;1;0;1;0.0;65;65;0;929;NO;4;0;924;8;7.0;8;NO
GROOVY;1;98076bc1e9fd328febf6e3a0d3f516963b501865;2;0;2;0.0;6;4;0;117;NO;4;24;924;7;6.0;7;NO
GROOVY;1;99acb82ba3065a7eb5cf8c8a7a0ea4220b56c2a1;11;0;11;2.50558726169826;185;153;2;1776;NO;4;6;924;6;5.0;6;NO
GROOVY;1;114e9ea6a14f42c74da9957c1d1fb6260534d2a9;2;0;2;0.9709505944546686;43;22;11;1005;NO;4;20;924;5;4.0;5;NO
GROOVY;1;46dff37d3f9687c0bdd33ebed423f4f96e4fc8b3;1;0;1;0.0;5;3;0;1773;NO;4;0;924;4;3.0;4;NO
GROOVY;1;fb05612dbacbb9f73693dbe026c075876bdaf849;2;0;2;0.0;4;0;4;1775;NO;4;0;924;3;2.0;3;NO
GROOVY;1;27ea8e1eb5cacff552d076b6e754338c5616fa95;3;0;3;0.0;152;144;8;1778;NO;4;4;924;2;1.0;2;NO
GROOVY;1;99bb69f450b7d904942a7d643820f040b52b86df;1;0;1;0.0;6;6;0;210;NO;4;3;924;1;0.0;1;NO
GROOVY;1;22a8586051d2839b6513a3663427ea6b9f3a4767;1;0;1;0.0;9;3;0;1684;NO;3;10;693;74;73.0;74;NO
GROOVY;1;5bf57d28f7eef2ae287a98f84d2e5681ee07cfb1;2;0;2;0.0;6;0;4;543;NO;3;0;690;230;229.0;230;NO
GROOVY;1;4323c4ba67cf49d955a002a63f9395abe5fc4fc2;16;0;16;1.48098060346751;1340;1080;120;935;NO;3;11;687;229;228.0;229;NO
GROOVY;1;0da929c9aa440ce863d1517f306f2d0a3ccffc44;3;0;3;0.0;127;127;0;1776;NO;3;5;684;228;227.0;228;NO
GROOVY;1;37d2909898fc3a41758568d11597b62f71007b98;1;0;1;0.0;5;5;0;205;NO;3;2;681;227;226.0;227;NO
GROOVY;1;a3df5aea751325b89a4da1e0b4e4c0dcc8f7382c;1;0;1;0.0;6;0;0;935;NO;3;2;678;226;225.0;226;NO
GROOVY;1;023aa2533a70affe651db101569787db25a451ad;3;0;3;1.5;8;0;0;1776;NO;3;2;675;225;224.0;225;NO
GROOVY;1;6a42b66fd29b4cc86f1c27f6662b59d7ae6fae77;1;0;1;0.0;2;2;0;521;NO;3;24;672;224;223.0;224;NO
GROOVY;1;b610a251c9cb222c03ab901e5fd5460fc0786cd8;3;0;3;0.0;126;126;0;890;NO;3;0;669;223;222.0;223;NO
GROOVY;1;8becf4135629763ad2a0848c19f3a28a931efaa0;2;0;2;0.0;32;26;0;887;NO;3;6;666;222;221.0;222;NO
GROOVY;1;f1b35cf6f0b1c2fa77d37421409b87395000170e;1;0;1;0.0;2;0;0;185;NO;3;0;663;221;220.0;221;NO
GROOVY;1;bbe3958737ba6ee6a4ddc8c38743981f55313dbb;2;0;2;0.0;11;9;0;1773;NO;3;1;660;220;219.0;220;NO
GROOVY;1;a1cf98a395e3defdce74ad3b59ab08451ff1abc2;1;0;1;0.0;11;7;0;928;NO;3;2;657;219;218.0;219;NO
GROOVY;1;924a837392d2418921e892c2c1bf856f6622168a;6;0;6;1.3709505944546687;99;89;0;1766;NO;3;17;654;218;217.0;218;NO
GROOVY;1;7d9459adc275bd417586376fe3f9e566c8d60e00;1;0;1;0.0;4;0;0;401;NO;3;0;651;217;216.0;217;NO
GROOVY;1;0de685ca192e9e842b28ec565711103a6a16c5ec;1;0;1;0.0;12;4;0;397;NO;3;13;648;216;215.0;216;NO
GROOVY;1;3d4ff33edf59f75bf2e35f9678bd958e610bdd6a;7;0;7;1.640223928941852;344;185;129;1767;NO;3;4;636;212;211.0;212;NO
GROOVY;1;5e0ab8b9e44d03231b23500b0428ccb668d6f621;1;0;1;0.0;4;4;0;236;NO;3;0;633;211;210.0;211;NO
GROOVY;1;c0d7b88427a76246ac539cde0f1afddef503d97e;20;0;20;2.0592123938812072;1149;730;9;1723;NO;3;16;627;209;208.0;209;NO
GROOVY;1;822a5936b20c3ad6c92e044932fa0b3dbb55d6b8;2;0;2;1.0;16;12;0;1712;NO;3;6;624;208;207.0;208;NO
GROOVY;1;204791e14882277a31f317f73fe3732ff94dbcaa;2;0;2;0.6500224216483541;15;3;0;1682;NO;3;0;618;67;66.0;67;NO
GROOVY;1;c8117d090a970289aa9e4a995ed820e879e47cf0;2;0;2;0.0;17;9;0;1100;NO;3;7;618;206;205.0;206;NO
GROOVY;1;f083156c9555d2d137d98556ce66cc1395566e03;4;0;4;1.6140054628542202;51;21;6;1106;NO;3;8;615;205;204.0;205;NO
GROOVY;1;e03f681c24109f23b69f4dcf9223f1aaeae9ce75;3;0;3;1.5219280948873621;38;28;0;1091;NO;3;1;609;203;202.0;203;NO
GROOVY;1;6128d56631731f853be23c5b12c973c66ded4152;1;0;1;0.0;13;11;0;1701;NO;3;0;606;202;201.0;202;NO
GROOVY;1;3c420e1f7aa364af175279b7ccb7d4677abf66ee;2;0;2;0.7219280948873623;11;1;0;1700;NO;3;3;603;201;200.0;201;NO
GROOVY;1;5608638949e4407758ebb457c352f361ea70d5d0;4;0;4;2.0;110;102;0;1608;NO;3;10;600;66;65.0;66;NO
GROOVY;1;9aea94143332fab22a01f01b6ee1f3580b4055dc;2;0;2;0.0;74;62;0;1650;NO;3;6;600;200;199.0;200;NO
GROOVY;1;449241d5fa1aeadd5eb9fa1280d4104dc0dfb891;2;0;2;0.0;14;2;0;1608;NO;3;3;594;65;64.0;65;NO
GROOVY;1;76503c73ddb8d7d4c7c2dd50aea4aa96d61cc40b;1;0;1;0.0;48;18;0;1590;NO;3;7;594;64;63.0;64;NO
GROOVY;1;8f68d7ee27131b6b10924f2643b0fe3e782c7a6d;2;0;2;0.0;115;115;0;0;NO;3;0;594;198;197.0;198;NO
GROOVY;1;f7ec04e558df28e02d3382e4b0f234f65aa8dc76;1;0;1;0.0;2;2;0;180;NO;3;2;576;192;191.0;192;NO
GROOVY;1;d257099d278c6034278e7a8ebdebef9b70a1d780;22;0;22;2.495602923729013;360;193;139;1654;NO;3;11;573;191;190.0;191;NO
GROOVY;1;353ef84ee8e2cb01fd24e4414721d2b59387c4ac;18;0;18;0.0;1667;184;1483;1648;NO;3;12;570;190;189.0;190;NO
GROOVY;1;d19012604c4d3c10b9e0472f6602b12512b735f5;5;0;5;0.0;88;47;1;1626;NO;3;6;567;189;188.0;189;NO
GROOVY;1;8da7197ed36f29264839523aa8f74093b8bd3aa8;3;0;3;0.0;70;66;0;1285;NO;3;20;561;187;186.0;187;NO
GROOVY;1;3f4098860c33d380ee56c3613a18670d62da34ad;6;0;6;1.7295739585136223;99;75;0;1063;NO;3;5;558;186;185.0;186;NO
GROOVY;1;68643220d3b5479efcd286d6374f3b62e43cf4cf;2;0;2;0.0;35;33;0;1607;NO;3;2;555;185;184.0;185;NO
GROOVY;1;3ba1012170a4faa0b4ba9ef61cee1525fcbfd61c;3;0;3;1.0;17;11;2;1596;NO;3;2;552;184;183.0;184;NO
GROOVY;1;2c9079ed221f427ffe798f261a9f42ea40b6d8f8;9;0;9;1.4346136906327493;461;359;0;365;NO;3;1;549;183;182.0;183;NO
GROOVY;1;003b6f98b051f6b7584877faba67f8f9a3fcfe2e;3;0;3;0.5916727785823275;193;179;0;224;NO;3;0;546;182;181.0;182;NO
GROOVY;1;3ed2958db35093ac3942baae852ce0d153e529f6;1;0;1;0.0;4;4;0;1592;NO;3;0;540;180;179.0;180;NO
GROOVY;1;110cce3295b75815370f29216257e6eafd99c702;2;0;2;0.0;14;10;0;1588;NO;3;25;534;178;177.0;178;NO
GROOVY;1;2740d735a29eeaa09fa0f34c89d1822756fb5c5f;2;0;2;0.0;256;128;128;128;NO;3;0;531;177;176.0;177;NO
GROOVY;1;00f64cb5bdc0d06c8a6bf36084e5e89e3711ecd3;5;0;5;0.17203694935311378;245;167;0;1556;NO;3;0;528;176;175.0;176;NO
GROOVY;1;c333d4d9947816433ede10bee2719bde7b136329;2;0;2;0.0;26;24;0;204;NO;3;3;525;175;174.0;175;NO
GROOVY;1;b8393d4b46f4311ba83430c142ed103e5bd6219e;7;0;7;0.5916727785823275;256;208;20;1517;NO;3;4;522;174;173.0;174;YES
GROOVY;1;f5e523e800ca154a9609d96d10265cb2fa73e89a;5;0;5;0.9456603046006402;106;84;0;1571;NO;3;10;519;173;172.0;173;NO
GROOVY;1;7527e15eacc8cb59884ae3c9273dcc0682f6126e;7;0;7;1.035498287225924;507;209;0;1552;NO;3;6;516;172;171.0;172;NO
GROOVY;1;d5166cb9237df134d018db74429c505e62de596d;10;0;10;1.7041967310352875;477;174;77;1057;NO;3;6;513;171;170.0;171;NO
GROOVY;1;7d189d19c62554f5ab9ab75b3c365a6fb594743b;6;0;6;0.838657161306103;298;172;10;1055;NO;3;7;510;170;169.0;170;NO
GROOVY;1;589a80953496f6c0a985687b509ad9c45094fd5b;1;0;1;0.0;22;16;0;86;NO;3;0;504;168;167.0;168;NO
GROOVY;1;ec7ffa7f48bd13674078c476f74e84b38834199d;1;0;1;0.0;113;27;0;59;NO;3;0;498;166;165.0;166;NO
GROOVY;1;5b53ce0baf40bdc47363120fbd400abd55d12808;5;0;5;1.6143308351592656;121;63;32;904;NO;3;4;495;165;164.0;165;NO
GROOVY;1;cd0e16c366a3f92d3f9d5f961cdbd6aacbe458b0;1;0;1;0.0;2;0;0;107;YES;3;0;492;164;163.0;164;NO
GROOVY;1;7ba68a0c79ceff8a7351685c3894794be12e6c58;1;0;1;0.0;10;10;0;1507;NO;3;2;489;163;162.0;163;NO
GROOVY;1;08b7c19ae069e9207871c8c79d00ba74e083ec76;2;0;2;0.0;61;61;0;0;NO;3;0;486;162;161.0;162;NO
GROOVY;1;6ffeb5b3727c94e7ce6338be1a38b06344db9843;5;0;5;0.0;94;24;28;200;NO;3;9;483;161;160.0;161;NO
GROOVY;1;c19b715babd13b7d78bc8acfce63dc9bf4be5a9c;3;0;3;0.0;381;381;0;0;NO;3;0;480;160;159.0;160;NO
GROOVY;1;f9ef0e15712dceb2a1e1667bac5766d93abad5ed;1;0;1;0.0;16;14;0;890;NO;3;5;477;159;158.0;159;NO
GROOVY;1;c525bfb600998c4e07805b4647a358153ff94174;2;0;2;0.0;9;9;0;1548;NO;3;3;468;156;155.0;156;NO
GROOVY;1;24a7559a97b7565f860dee5e52680e90d4fee7ae;40;0;40;4.700439718141092;2076;1013;1011;1507;NO;3;17;459;153;152.0;153;NO
GROOVY;1;2e1443876bf6645ba1d54fe5b256b0c9e82b1287;3;0;3;0.420026001688088;71;9;2;1057;NO;3;10;453;151;150.0;151;NO
GROOVY;1;5fca5512e13537a31c94b66c42f63862107706c5;1;0;1;0.0;4;2;0;17;NO;3;0;450;150;149.0;150;NO
GROOVY;1;d1f70c83368b5c2f4ad945988ce42bf412c13c99;1;0;1;0.0;3;1;0;1056;NO;3;0;447;149;148.0;149;NO
GROOVY;1;8d670edb7eefe43068ec18f3a503465c199de854;6;0;6;1.2987949406953985;108;92;0;1545;NO;3;19;444;148;147.0;148;NO
GROOVY;1;bcaff35259c34e1a649843686d4e616d7cb973c0;1;0;1;0.0;84;84;0;0;NO;3;0;432;144;143.0;144;NO
GROOVY;1;85b3019b8664b754651aafa1a984058f52ee7d8b;11;0;11;1.5;458;449;1;357;NO;3;7;426;142;141.0;142;NO
GROOVY;1;7cdfaa32723c10eaa5952a8d301f07bb0a14b548;46;0;46;3.3994455532525256;3561;3223;90;1537;NO;3;8;423;141;140.0;141;YES
GROOVY;1;573d6796c8ccfd4181bc7fe0c5ec67701448d0c6;23;0;23;2.1517398001599135;1399;842;479;1535;NO;3;1;420;140;139.0;140;NO
GROOVY;1;a03930c1046a323bc1ade98605c24c7032ae67b2;27;0;27;2.3709539006881166;2212;1417;719;1522;NO;3;3;414;138;137.0;138;NO
GROOVY;1;d964b37e5f6ab3e3d56259b64bd96221b79d495d;1;0;1;0.0;5;5;0;86;NO;3;3;411;137;136.0;137;NO
GROOVY;1;4e5fee40f36e16b602bd901e42711bb2f5ccc716;9;0;9;1.5487949406953985;282;189;77;1522;NO;3;1;405;135;134.0;135;NO
GROOVY;1;4fde6d5f44e7587eea10554f8bdf71aa284e6fb1;2;0;2;0.0;50;28;0;1014;NO;3;0;402;63;62.0;63;NO
GROOVY;1;cbd28af10e92e673517813626e64b6481b077961;1;0;1;0.0;34;6;0;176;NO;3;2;402;134;133.0;134;NO
GROOVY;1;3eb4e92469fd21863b1af1b87caf882349a8abb0;9;0;9;1.650087388212785;322;254;0;1512;NO;3;0;399;133;132.0;133;NO
GROOVY;1;5fa9102b4ac439c84385f2018b4176b0193b789d;2;0;2;0.0;87;83;0;1535;NO;3;1;396;62;61.0;62;NO
GROOVY;1;764ab7a732a72c0585966fcbb62c2b30466738c9;7;0;7;1.731360029190912;156;122;0;1492;NO;3;1;396;132;131.0;132;NO
GROOVY;1;b12b6c0c8748dbca39f9470c8b86f65fb0a6c6a0;2;0;2;0.0;31;31;0;1518;NO;3;0;390;61;60.0;61;NO
GROOVY;1;a5526d7078ad53122d920c47dc1a1b9e8e5c3619;4;0;4;1.4538506980514574;52;0;6;1285;NO;3;11;390;60;59.0;60;NO
GROOVY;1;1f4ae8eb982a34d2c8d90ddb843d754db20b531d;3;0;3;0.9709505944546686;27;5;12;1530;NO;3;0;390;59;58.0;59;NO
GROOVY;1;cf7e86f8f2b8881cef3dca68785f786f8c21ca46;1;0;1;0.0;13;0;9;1539;NO;3;0;390;58;57.0;58;NO
GROOVY;1;03eabc785d4d5bf11ce5cb68d142757c96d1f2ce;1;0;1;0.0;13;0;9;1548;NO;3;0;390;57;56.0;57;NO
GROOVY;1;16feef2705fc7386de9b7edbc9b81e249b5f77b6;7;0;7;0.0;466;382;78;1427;NO;3;0;390;130;129.0;130;NO
GROOVY;1;a71476aae7c79aac1e8587c133b252c2b9f8af58;2;0;2;0.0;466;466;0;131;NO;3;0;387;129;128.0;129;NO
GROOVY;1;a98591ea64a749df9d9a5dcca9c5183456d39dc6;3;0;3;0.8960382325345575;297;182;51;747;NO;3;1;384;128;127.0;128;NO
GROOVY;1;9a2424fcfa0eed1c492756f4c0cf61f24a3a3461;5;0;5;0.2580186686648155;95;24;25;978;NO;3;1;381;127;126.0;127;NO
GROOVY;1;871c85f7db5bb270bd308cb25fdfc40f82843b2d;3;0;3;0.5132495436905254;188;98;2;1509;NO;3;4;378;56;55.0;56;NO
GROOVY;1;48a2a52233d07135908162e23f3f85d970dbbab7;10;0;10;0.35335933502142136;761;662;39;962;NO;3;0;378;126;125.0;126;YES
GROOVY;1;2731d2cb54338969aca4883d390979ae0d8d0883;1;0;1;0.0;11;9;0;953;NO;3;0;375;125;124.0;125;NO
GROOVY;1;87fe7387851580b2230a0b0fd383f9a1a137cf62;4;0;4;1.4056390622295662;132;116;0;940;NO;3;2;372;124;123.0;124;NO
GROOVY;1;5f0531504712ab766f7cc24e8e1ee03089994444;15;0;15;1.2704260414863775;415;282;61;1410;NO;2;1;244;122;121.0;122;NO
GROOVY;1;f3eae213c50ba50aa9841155ffb0f2ff839a4fb9;4;0;4;0.0;93;25;68;576;NO;2;3;242;121;120.0;121;NO
GROOVY;1;37c8e745890efe601d8a49d60c612ea3b11e26f5;2;0;2;0.0;45;39;0;657;NO;2;2;240;120;119.0;120;NO
GROOVY;1;bc3e65b5e6d0b0c10c946a20dcae67e2f61aeaf5;96;0;96;3.80453384725946;5803;2767;2602;1409;NO;2;4;236;118;117.0;118;NO
GROOVY;1;149de3deb79bb4b7f03995b46f6b002840d027a6;2;0;2;0.9709505944546686;44;34;0;1459;NO;2;1;234;54;53.0;54;NO
GROOVY;1;f9a57bc4ffc9100f7ab689ef2ab65a5985a9f577;1;0;1;0.0;39;39;0;0;NO;2;0;234;53;52.0;53;NO
GROOVY;1;009a7bd4de6fac2a90bea208507903a0dfcdc602;11;0;11;0.1537421803287619;936;508;248;390;NO;2;3;234;52;51.0;52;NO
GROOVY;1;1c86825f8baeb9c34c433c059340a6fb70b0576e;12;0;12;1.3290912643671389;514;175;53;1560;NO;2;9;234;51;50.0;51;NO
GROOVY;1;425d36a3978b55e7cfd66b7977e9487a18fab8f2;17;0;17;2.364336560048886;417;263;0;1373;NO;2;5;234;117;116.0;117;NO
GROOVY;1;2ab37f264c8c1e8fbc08846ed8d5bafc7269f2ea;1;0;1;0.0;4;4;0;169;NO;2;1;232;116;115.0;116;NO
GROOVY;1;d89ec6f75a1c4853517e43cb3df1cc7108b67c9b;1;0;1;0.0;19;17;0;1385;NO;2;9;230;50;49.0;50;NO
GROOVY;1;deed915a3f0a1afaf1f0ae1582f79d2900027ee3;1;0;1;0.0;3;1;0;64;NO;2;0;230;115;114.0;115;NO
GROOVY;1;cd94a5fa593d63ed6ad177d8e6a67b51fe513943;9;0;9;1.2554830594893078;195;105;2;614;NO;2;2;228;114;113.0;114;NO
GROOVY;1;783141f75b42e513b4b731e819f36123f91f98d8;9;0;9;1.319035274338866;441;396;5;544;NO;2;1;226;113;112.0;113;NO
GROOVY;1;0eff0372ae226c9a480e4551595a25d3e5037c4c;8;0;8;0.9182958340544896;1462;734;722;608;NO;2;0;224;112;111.0;112;NO
GROOVY;1;82f0514cdab58c920cac1392febbd8ffa4a49ce7;17;0;17;1.2037389690973714;549;475;0;1355;NO;2;3;222;111;110.0;111;NO
GROOVY;1;fd96e18b2d982a127e2ba32ebc21fa7bcae5d153;2;0;2;0.39124356362925566;61;29;6;118;NO;2;0;220;110;109.0;110;NO
GROOVY;1;e8945a22885b9c366f1c110977912e990754b8c5;2;0;2;0.0;133;131;0;73;NO;2;1;218;109;108.0;109;NO
GROOVY;1;44df07fcba99d7d219ef8381c6c7b7342e9ed319;3;0;3;1.198192411043098;91;27;0;164;NO;2;2;216;108;107.0;108;NO
GROOVY;1;538fc8498dc01d9d8f7edf2749f9e17b334e02ab;2;0;2;0.4689955935892812;40;20;0;1336;NO;2;1;214;107;106.0;107;NO
GROOVY;1;a7ce06e318dd27e1065b1e106d0ad64f790fb3a2;7;0;7;1.8753156176197314;105;68;1;1335;NO;2;2;212;106;105.0;106;NO
GROOVY;1;06a456ec1670fb26a86f8a18f5b55017ac961f39;5;0;5;1.4452458201097458;197;145;0;1326;NO;2;3;210;105;104.0;105;YES
GROOVY;1;c8d5dd000fe3aac2c0caf370f7fd395236130be3;110;0;110;6.7681843247769145;310;0;92;1326;NO;2;7;206;103;102.0;103;NO
GROOVY;1;ec6321cde182487f05c420be436833f232e78862;54;0;54;4.885129041304629;2500;1284;1142;1560;NO;2;7;204;102;101.0;102;NO
GROOVY;1;2983b9e0a398cc5d156e2f446f2f203868ce292c;6;0;6;1.1882873048695703;367;237;0;1293;NO;2;1;200;100;99.0;100;NO
GROOVY;1;e24bf2ac875032b3eeb51e3ce7d20d573b6149d5;2;0;2;0.0;85;83;0;1340;NO;2;1;198;46;45.0;46;NO
GROOVY;1;20a38d9b2a87c052a4db498f16fef549e330474c;3;0;3;0.0;174;156;0;266;NO;2;0;198;99;98.0;99;NO
GROOVY;1;e1ea7417a7e9e48b963dfa540e125a956c24e691;2;0;2;0.0;22;14;6;604;NO;2;0;196;98;97.0;98;NO
GROOVY;1;32eae498a30735777a77903a8283f0363b900a3d;1;0;1;0.0;39;39;0;504;NO;2;0;194;97;96.0;97;NO
