Project;Release;Commit;NS;ND;NF;Entropy;Size;LA;LD;LT;FIX;NDEV;AGE;NUC;EXP;REXP;SEXP;Actual_Defective
MNG;1;dd05b8a93e124d351446bc6215a14af74f837942;1;1;3;0.0;126;0;126;100;NO;10;0;4790;335;2.5;335;NO
MNG;1;67f300571a89fb4c0c750e025d47c605f88b49df;1;1;1;0.0;1;1;0;407;NO;10;11;4790;334;2.5;334;NO
MNG;1;5b5a124caa068d8cd6d3076046c7e3a2d51c4aa1;2;4;6;2.1242988921907315;313;122;49;714;NO;10;2;4790;110;0.0;110;YES
MNG;1;89423d23dee868578a371abce4b39f0b7811ee3c;1;1;1;0.0;2;0;0;232;NO;10;0;4790;333;2.5;333;YES
MNG;1;2eed7251536e71535398865101ff19e9fc674287;2;7;18;2.5212408371765553;991;534;11;708;NO;10;5;4790;109;0.0;109;YES
MNG;1;a185b72aeb4dfb5f56447230d2505f3dfad1e787;1;1;1;0.0;4;0;0;234;NO;10;1;4790;329;2.5;329;NO
MNG;1;13f95996f1dd59ec0b5a7d71cbe5d6c6743c89aa;1;1;1;0.0;23;3;0;1811;NO;10;0;4790;328;2.5;328;NO
MNG;1;f1d1446a504c1e65dca6a6b7796f9f48200580ab;1;1;1;0.0;433;433;0;0;NO;10;0;4790;327;2.5;327;YES
MNG;1;c700675257bad58908f0251557094692b44fc56b;1;1;1;0.0;48;0;14;1825;NO;10;8;4790;326;2.5;326;NO
MNG;1;369eb055697217e8888981bfdc63b8dc0a3f3bce;1;2;2;0.0;132;47;45;791;NO;10;1;4790;325;2.5;325;YES
MNG;1;eeef1935777fe573548e6cd061613916fc8550f4;1;1;2;0.9182958340544896;25;19;0;224;NO;10;1;4790;324;2.5;324;YES
MNG;1;7d9fca23bbde0e060afb4b9b76abf356256c2ac7;1;1;1;0.0;7;5;0;210;NO;10;0;4790;323;2.5;323;NO
MNG;1;0f861327fd03df841ef60f1cbb2e3fef9f45dbf7;1;1;1;0.0;192;52;0;158;NO;10;9;4790;322;2.5;322;NO
MNG;1;6f8b171aaf0cd9ebd3f3b22a13c81a81c185c125;1;1;1;0.0;3;1;0;223;NO;10;0;4790;321;2.5;321;NO
MNG;1;9209aaf3b6eb6bb5799b8991a5bcdc51a68c55b3;1;1;1;0.0;4;2;0;292;NO;10;0;4790;320;2.5;320;NO
MNG;1;92600f4e55e47d42f33534d13d320beeea271e5d;1;1;1;0.0;39;3;0;788;NO;10;6;4790;318;2.5;318;NO
MNG;1;0ee892dfdc3e5c04e51260a7af53ef309aece4fa;4;4;6;1.8807706775551616;414;132;208;351;NO;10;4;4790;317;2.5;317;YES
MNG;1;d8f4e7e6c988025420fd6c79617b201243c5d924;2;2;2;0.9182958340544896;19;13;0;218;NO;10;1;4790;316;2.5;316;NO
MNG;1;d47767f88de19cbf9187ded5752539bf9c1757f1;1;1;1;0.0;5;3;0;231;NO;10;0;4790;315;2.5;315;YES
MNG;1;e622d5e323b93012d5daa8594eb43658fb34144c;1;3;3;0.9182958340544896;63;21;0;355;NO;10;0;4790;314;2.5;314;YES
MNG;1;8fc9b6db1334cc2767135e8d66c635cf0f74759d;2;2;2;0.5916727785823275;19;3;2;420;NO;10;0;4790;313;2.5;313;NO
MNG;1;eabafcc093bf0d1d83df6f0e15afadb5167b36a7;2;4;6;1.4085729063590033;243;111;0;415;NO;10;5;4790;312;2.5;312;YES
MNG;1;b03435f9e1ccc3f79c609defed5f2a731271dbdd;1;2;2;0.863120568566631;43;15;0;381;NO;10;3;4790;311;2.5;311;NO
MNG;1;9cf7d63d252b05f5a3db3c47322504a66073562e;1;1;1;0.0;1;1;0;101;NO;10;0;4790;134;9.0;134;NO
MNG;1;80b1b94fd34d3848e0cf3e09edf9911607903d17;1;1;3;1.3478114465601503;182;3;3;130;NO;10;12;4790;57;0.0;57;NO
MNG;1;d3781103e8f2be736a3edbc05e118f806b9acfdb;2;9;15;2.4600764783804725;516;16;368;748;NO;10;3;4790;310;2.5;310;YES
MNG;1;16ea34c8c13353e2157cd70c2e19dd89675b1687;2;6;12;2.4259164234066937;171;25;10;748;NO;10;4;4790;309;2.5;309;YES
MNG;1;4a065a33dbb733a4c68489b5cfce1f9ad2297b38;1;1;1;0.0;2;2;0;91;NO;10;5;4790;308;2.5;308;NO
MNG;1;2fb808c70306ccead0b0958589249a60cb7acde0;1;1;1;0.0;7;0;1;534;NO;10;5;4790;307;2.5;307;NO
MNG;1;e3c15069c5568ba03fe07858970975ba49b0e8bf;1;1;1;0.0;10;8;0;182;NO;10;0;4790;306;2.5;306;NO
MNG;1;b512b2e7a222837f998ce13b59d841145d498885;1;1;1;0.0;2;0;0;182;NO;10;7;4790;305;2.5;305;NO
MNG;1;d02802f38ad9d252e098cff5d5c557d9ab80d057;1;1;1;0.0;102;102;0;0;NO;10;0;4790;107;0.0;107;NO
MNG;1;67830a13fb47619e1cec3dbee9561d3a0d8d0d8b;2;4;8;0.0;921;837;0;166;NO;10;0;4790;106;0.0;106;NO
MNG;1;16ea6ce332bf399267bfc2c449496e23736433b2;1;4;4;1.6546459600964543;103;8;1;119;NO;10;19;4790;56;0.0;56;YES
MNG;1;39a96456cddd9049a639679d4a9dad653294ea07;1;2;2;0.0;5;3;0;747;NO;10;0;4790;303;2.5;303;NO
MNG;1;ff261cd13154e394d81390f8ae603d98bf61e10e;2;2;2;0.0;4;4;0;745;NO;10;0;4790;302;2.5;302;NO
MNG;1;b529deb2df0f32c44c376a5267c00546c0c84768;1;3;3;1.2332570395415439;84;26;0;376;NO;10;0;4790;301;2.5;301;YES
MNG;1;004c6cbdf32c3c23899c5f6b8ddca1dd85a8d09c;2;6;9;1.8376190746209162;442;146;84;789;NO;10;0;4790;300;2.5;300;YES
MNG;1;895de57874c3ccb02487f7be08f42b6f336064f5;1;1;1;0.0;31;5;0;399;NO;10;1;4790;299;2.5;299;NO
MNG;1;5db2c4cf56489ab0994347b6ef1bef1e1d1305d1;4;3;4;1.0;165;91;66;117;NO;10;0;4790;297;2.5;297;NO
MNG;1;b9de1512290d097c31311028a86381c50953a8cd;3;3;3;1.5612781244591325;32;16;0;109;NO;10;0;4790;296;2.5;296;NO
MNG;1;e697f5bd8c03e50bca5f523d67f837e37f6d83b1;3;6;10;2.3676974416438448;164;90;6;232;NO;10;0;4790;295;2.5;295;NO
MNG;1;7573893dac30b278dd642520da216ca3d400f278;1;1;1;0.0;14;0;2;791;NO;10;0;4790;294;2.5;294;NO
MNG;1;3f0f786e67ec1603e8bee73db8626010e904f383;3;11;15;3.1135248144630965;449;197;14;351;NO;10;10;4790;292;2.5;292;YES
MNG;1;886d787bf48dc9047393528f348c275c5e259591;1;1;1;0.0;13;7;0;784;NO;10;0;4790;291;2.5;291;NO
MNG;1;4ba9fbcc338a6215ea60d365bfb31e819060f8d7;1;5;6;2.1339375660949167;92;21;45;343;NO;10;0;4790;290;2.5;290;NO
MNG;1;ee15019eb874da84555f005115a17f5cbaf88a52;2;10;17;2.4005333026429483;796;102;250;782;NO;10;1;4790;289;2.5;289;YES
MNG;1;d0e15a1f372dd8d94eb4becdc971dc23ca8aef02;1;1;1;0.0;193;0;193;193;NO;10;14;4790;288;2.5;288;NO
MNG;1;9532b897aae4ad60d969dd504842bef31a00229c;1;1;1;0.0;14;4;0;98;NO;10;3;4790;287;2.5;287;NO
MNG;1;b7290449e23ad38be340a710b1f2c39050206d1e;1;1;1;0.0;3;3;0;86;NO;10;0;4790;286;2.5;286;NO
MNG;1;701911f219f8b24aa9d925f61058aa0058a80a7b;1;3;4;0.9182958340544896;31;24;1;287;NO;10;0;4790;285;2.5;285;NO
MNG;1;2727721b11bf24f84324130421f3f7fbf112a1b2;1;7;13;0.6998428398862386;305;274;1;191;NO;10;0;4790;284;2.5;284;YES
MNG;1;5e2caf89c700799db74dc8646d78d45f5d7052b7;2;8;11;2.805215516176674;242;13;81;327;NO;10;0;4790;283;2.5;283;NO
MNG;1;7c82aceb359c808c858603e84cf92b3d92e7671d;1;3;3;1.5;8;0;0;327;NO;10;0;4790;282;2.5;282;NO
MNG;1;2b853505587610f6bae2c2c1bb9cfa201ed832d4;1;4;4;1.3716407621868583;33;1;0;327;NO;10;0;4790;281;2.5;281;NO
MNG;1;14acea5e3fc62b03d3b58e45888c0f04d6b1e44f;1;4;8;0.0;544;244;294;339;NO;10;0;4790;280;2.5;280;NO
MNG;1;1b4723f972c940f61e7e0d6d1707b36c44e7d8c4;1;1;2;0.4689955935892812;103;23;0;113;NO;10;0;4790;105;0.0;105;NO
MNG;1;14bb2c805a6bb45586339e2570d26c9ac9d85113;5;10;14;2.1771277041509096;170;49;1;1794;NO;10;6;4790;279;2.5;279;YES
MNG;1;80880d071e9649d8682349f3d8169a2ce13e31a9;2;13;47;1.4799999222168672;8271;1123;6630;1580;NO;10;4;4790;104;0.0;104;YES
MNG;1;5b29c8a7ddd9f57ab9564141893f19b17aa32f3c;1;14;42;4.277709250836081;512;96;30;323;NO;10;61;4790;278;2.5;278;NO
MNG;1;1468ecbbad6217314e4929dba54e4cc56de6877a;1;2;4;0.9957274520849256;59;0;7;83;NO;10;1;4790;277;2.5;277;NO
MNG;1;b84d4bc35e547b3711abd58f4726ba522d35c9ab;1;1;1;0.0;41;0;9;220;NO;10;0;4790;276;2.0;276;NO
MNG;1;b022c6038f76504fbc022b6a934ff61e615c11eb;2;2;3;0.0;169;0;165;1794;NO;10;6;4790;275;2.0;275;NO
MNG;1;1e121e8d1ab1d33b8b20c4084dfb539ee247af60;1;1;6;1.5765876749744092;267;50;69;49;NO;10;94;4790;274;2.0;274;NO
MNG;1;c5d7cd804c0009892cb35ac3c224c49838d80eff;1;1;2;0.0;101;20;33;234;NO;10;137;4790;273;2.0;273;YES
MNG;1;8a720065d5eb69fb205ec4a2f2c9669166f82972;1;1;2;1.0;46;0;2;221;NO;10;6;4790;272;2.0;272;NO
MNG;1;d0de5773b3f97a69319d15d775c118b048b5c0ec;1;1;1;0.0;45;0;1;222;NO;10;12;4790;271;2.0;271;YES
MNG;1;964aa5288832aebc0fedefe0afd833ca118667e0;1;1;2;0.0;118;42;64;64;NO;10;16;4790;270;2.0;270;NO
MNG;1;092c2f75cfc22f6d4083a22eabc39ae581937d4a;4;4;6;1.9423364269601189;580;126;182;318;NO;10;6;4790;269;2.0;269;YES
MNG;1;f385f562f045e6740510c9fb8d5754e798edd25a;1;1;2;0.0;164;59;103;103;NO;10;1;4790;268;2.0;268;NO
MNG;1;d8bed9bc6cc3cea61e7a906696885115168bace7;1;1;3;0.0;143;36;61;185;NO;10;92;4790;267;2.0;267;NO
MNG;1;9a113219197b32320cea8fcc34dbf4aa75ea87e6;1;1;1;0.0;2;0;0;88;NO;10;1;4790;266;2.0;266;NO
MNG;1;32416cf540e818d770776b53c161c5bbe445230b;1;1;1;0.0;64;36;0;747;NO;10;0;4790;265;2.0;265;NO
MNG;1;d9a6576761058994ba4fa6f5962510bda8b178ee;1;1;1;0.0;18;0;16;446;NO;10;0;4790;264;2.0;264;NO
MNG;1;3a1e4f0199ad335d7cc52f63de526b0b90a60c6d;1;4;4;1.5451531398349103;163;80;41;787;NO;10;0;4790;263;2.0;263;NO
MNG;1;e0e405fe685047e432a6692dd00eba1d7529b46f;1;4;4;0.7622962462672616;366;54;14;734;NO;10;6;4790;262;2.0;262;NO
MNG;1;336fa855bea6faf1e4d729632f14ba7bbf0a50b4;1;1;1;0.0;14;6;0;528;NO;10;0;4790;261;2.0;261;YES
MNG;1;4b75d55af25b7fb8c2b426550e9e93ea20823818;1;1;1;0.0;5;1;0;108;NO;10;0;4790;258;2.0;258;NO
MNG;1;297f5425538f19e6e5028654606ec9132dc90692;2;7;11;2.6534124900168043;253;29;26;741;NO;10;2;4790;257;2.0;257;YES
MNG;1;fb515206b518de1e796739676df4ac117681668d;2;3;3;1.2210477851797181;51;1;16;72;NO;10;14;4790;256;2.0;256;NO
MNG;1;f07d86f3112328d7cc56b5e6236ee163629124cc;1;2;2;0.8453509366224365;47;3;0;200;NO;10;1;4790;255;2.0;255;NO
MNG;1;7b1f2de2599a431e46c37ce7ac0abffb6c50a3ef;1;1;1;0.0;37;7;0;101;NO;10;0;4790;254;2.0;254;NO
MNG;1;68f8dee6781f300b2a396f0fe16a5d0c2ec2bd79;1;1;1;0.0;63;7;0;94;NO;10;9;4790;252;2.0;252;NO
MNG;1;52d4ebc8fe6722cbaa34635f9a868bcb30c81f79;1;2;2;0.0;510;510;0;0;NO;10;0;4790;103;0.0;103;NO
MNG;1;eec84bb41e3d30608b4252514f2cfa09895bed31;1;1;1;0.0;5;0;1;201;NO;10;0;4790;102;0.0;102;YES
MNG;1;590e952f0276f970117e505c58cc6b5d6b63928a;6;22;33;4.337222899512267;1430;487;147;763;NO;10;9;4790;101;0.0;101;YES
MNG;1;e1f51a9ad4efae4112c9e1336ca57f8fcc3a7807;1;1;1;0.0;63;37;0;121;NO;10;3;4790;251;2.0;251;NO
MNG;1;3bd980bdb128a242854a746b5022ce0145064930;1;1;1;0.0;64;28;0;735;NO;10;0;4790;249;2.0;249;NO
MNG;1;a380e3ceb0605ea9a18072237207d3ed8f4e2e80;1;1;1;0.0;37;9;0;206;NO;10;0;4790;247;2.0;247;NO
MNG;1;1612049e44e27c8a98228fee307986e6198dd1e0;1;1;1;0.0;21;9;0;197;NO;10;0;4790;246;2.0;246;NO
MNG;1;d48af1ad15691d4e9d31c8cd50172abd7cc3d80b;1;1;1;0.0;9;5;0;192;NO;10;5;4790;244;2.0;244;NO
MNG;1;847e6b8852aaa87bac8b98df3da502842701b71e;1;1;1;0.0;13;9;0;418;NO;10;0;4790;243;2.0;243;NO
MNG;1;f5bd9201404ee917c6b39ede7268e7c293eb735b;3;2;4;0.9182958340544896;33;12;15;723;NO;10;0;4790;242;2.0;242;NO
MNG;1;dab33490a5d32cc73a69f524b3aa1273a29977dc;3;2;3;0.7163515129214616;169;53;6;676;NO;10;0;4790;241;2.0;241;NO
MNG;1;e452a9ca525dfce626406b960e8b9bcbafa8071d;1;1;1;0.0;7;3;0;415;NO;10;1;4790;240;2.0;240;NO
MNG;1;51bb8c21934aa14b20789765de145b2cb9e0737f;2;2;2;1.0;4;0;0;229;NO;10;24;4790;239;2.0;239;NO
MNG;1;b80f5242b29f9e6c9e4fb5f4d634df146b7c607f;2;1;3;0.5665095065529053;59;29;0;667;NO;10;0;4790;238;2.0;238;YES
MNG;1;5a296f03c86062b3b146596519fb0a3b285d25fe;2;1;5;0.0;297;0;297;77;NO;10;45;4790;237;2.0;237;NO
MNG;1;8e9ec9c8922d754e8621ea255e3799f708cca82f;8;7;13;3.197159723424149;141;72;33;667;NO;10;6;4790;236;2.0;236;YES
MNG;1;a593e7df887fc7e7f525e22469be9559de7957f0;2;5;17;2.600193799113876;362;88;140;672;NO;10;90;4790;235;2.0;235;YES
MNG;1;6e21de0ed2415b41e8e55aa40f9879c3a7728f0a;2;1;2;0.0;256;128;128;128;NO;10;1;4790;22;0.0;22;NO
MNG;1;b164176ca9222c973bee2aa28041c5ac626ac951;1;1;1;0.0;7;5;0;68;NO;10;37;4790;234;2.0;234;NO
MNG;1;f5605e5327b438654e3e496521d7764bb3b96709;1;1;1;0.0;21;19;0;653;NO;10;1;4790;233;2.0;233;NO
MNG;1;2e7b575246a72cd7170564b00d8c9438c1e01f86;1;1;1;0.0;24;0;0;653;NO;10;0;4790;232;2.0;232;NO
MNG;1;49552c868808f2e8bcf0ce36af4325c047a1cc06;1;1;1;0.0;84;0;4;657;NO;10;1;4790;231;2.0;231;NO
MNG;1;10b55add40adcbb90e4efef536e163a74a27acda;5;10;13;2.9881100724427476;206;103;31;1793;NO;10;22;4790;100;0.0;100;YES
MNG;1;fcb311e99c933138834dfe78965a776658d2dbb2;1;3;5;0.0;1478;738;738;688;NO;10;0;4790;99;0.0;99;NO
MNG;1;82d693b967b093fa957dce6c84bb665b2d6249ab;1;1;1;0.0;13;13;0;108;NO;10;1;4790;230;2.0;230;NO
MNG;1;ec606c77e9a43eb79a6b4c2c22b2bd4c72d7547f;1;1;1;0.0;78;0;78;78;NO;10;1;4790;479;36.5;479;NO
MNG;1;a53bf28c869b53d45e4676c7b07fd8599bb87c02;1;1;1;0.0;78;78;0;0;NO;10;0;4780;478;36.5;478;NO
MNG;1;99b5fe6d9f10d32a2d3087197448ccf38b37898c;2;2;2;0.927926261959976;154;20;0;1793;NO;10;2;4770;225;2.0;225;NO
MNG;1;a436d8a8b6e7cc5d4834d73f80c26107a261c7d9;1;12;57;0.0;13319;13319;0;0;NO;10;0;4770;97;0.0;97;YES
MNG;1;17b770a2abce1babcef7163a384d1d883c2793a5;1;1;1;0.0;4;0;2;1795;NO;10;0;4770;224;2.0;224;NO
MNG;1;75951aa79d2a3861f3d79954dcc5a4dc36af7381;1;1;1;0.0;128;128;0;0;NO;10;0;4770;21;0.0;21;NO
MNG;1;c4516447bf258d3fce071b811f0c06055d8f1e5c;1;1;1;0.0;53;51;0;70;NO;10;22;4770;19;0.0;19;NO
MNG;1;c86390960d56e066d60e85d07bd66c3daf4c1d50;1;2;2;0.0;184;150;0;1654;NO;10;51;4770;133;9.0;133;NO
MNG;1;23b0c1d4fb3c44a2fe447eea0fa73691444b9a51;1;1;1;0.0;1;1;0;97;NO;10;1;4770;132;9.0;132;NO
MNG;1;b2d8f801a2a8465f7825d3a5d26be7106e4d35cf;1;1;1;0.0;78;78;0;0;NO;10;0;4770;477;36.5;477;NO
MNG;1;403255afc4a547fffabdfcce59350d852e45b958;1;1;1;0.0;19;0;19;315;NO;10;7;4760;223;2.0;223;NO
MNG;1;dbe55b7d83d842562dc4ea2ab97137a16b4ad5c8;1;1;1;0.0;16;0;8;432;NO;10;1;4760;222;2.0;222;NO
MNG;1;829e2051f67c6aa868b5b7b5a52887caa3704c4c;1;4;5;1.4854752972273344;89;69;0;657;NO;10;1;4760;221;2.0;221;NO
MNG;1;2628261b753a53f56863a5c0150994135148bbbe;1;1;1;0.0;63;23;0;296;NO;10;2;4760;220;2.0;220;NO
MNG;1;08df9d163d416caa8975d7edf22db0c5e0b0dd10;1;2;4;0.5185697317883058;129;35;8;438;NO;10;8;4760;219;2.0;219;NO
MNG;1;e32b20b5cf219d359ce29f5f38c64aaaa4ecf24a;1;1;1;0.0;7;5;0;187;NO;10;66;4760;218;2.0;218;NO
MNG;1;143f33b701774901fecfbd656fd81033fb55aed1;1;1;2;0.0;4;4;0;80;NO;10;7;4760;217;2.0;217;NO
MNG;1;fea9f2ac5363953d7b654d956df293b33093c6ef;1;2;3;0.8886865525783176;65;16;1;399;NO;10;0;4760;216;2.0;216;YES
MNG;1;d880a9520a26d6d207022ce8726f1e2788a47417;1;1;1;0.0;8;0;0;1654;NO;10;0;4760;215;2.0;215;NO
MNG;1;e9a93238125ddc73936679cb53a9a1254e13ff42;5;13;22;3.3006527359562505;932;272;312;1649;NO;10;0;4760;93;0.0;93;YES
MNG;1;de262b4236b76b5876eed30e716bcec63466e98b;1;4;6;1.890920993589198;66;24;0;379;NO;10;2;4760;213;2.0;213;NO
MNG;1;c865afbae9176c39d7fcd1517c26cea6648df383;1;1;1;0.0;2;0;0;414;NO;10;0;4760;212;2.0;212;NO
MNG;1;64eb3c2ddd5c32be808a964b86f19442b640133c;1;1;3;0.0;155;75;80;573;NO;10;0;4760;211;2.0;211;NO
MNG;1;83c5474b1f8418ab5559f6b006ee8a81d564601e;1;1;2;0.0;11;0;9;458;NO;10;0;4760;210;2.0;210;NO
MNG;1;e616a7b1c94813ea1d1391e9ed19c93e8cb81453;1;1;1;0.0;11;9;0;449;NO;10;0;4760;209;2.0;209;NO
MNG;1;ba992be685468dc5b36f9578005f13e6106fbe32;1;3;4;0.9910760598382222;43;25;0;414;NO;10;0;4760;208;2.0;208;YES
